id,title,rating,genre,age,runtime,popularity,score,is_acclaimed,is_panned,budget_efficiency,is_blockbuster,is_indie,director_age_in_movie,director_experience,director_is_acclaimed,director_is_panned,director_budget_efficiency,star_age_in_movie,star_experience,star_is_acclaimed,star_is_panned,star_budget_efficiency
885,Old Gringo,R,Adventure,35,medium,low,5.8,False,False,low,False,False,43.0,0,False,False,0.0,52.0,4,False,True,3.811881586458333
886,Relentless,R,Crime,35,medium,low,5.9,False,False,mid,False,True,34.0,1,False,False,0.6103472727272727,30.0,1,False,True,0.6947787
887,Cheetah,G,Adventure,35,short,low,6.0,False,False,mid,False,True,43.0,0,False,False,0.0,19.0,0,False,False,0.0
888,Rude Awakening,R,Comedy,35,medium,low,4.8,False,True,low,False,False,40.0,0,False,False,0.0,43.0,0,False,False,0.0
889,Bloodhounds of Broadway,PG,Comedy,35,medium,low,5.5,False,False,low,False,True,35.0,0,False,False,0.0,55.0,0,False,False,0.0
890,The Lemon Sisters,PG-13,Comedy,35,medium,low,5.0,False,True,low,False,True,53.0,1,False,False,0.00699375,43.0,3,False,False,0.6280899424242424
891,Breaking In,R,Adventure,35,medium,low,6.1,False,False,low,False,True,43.0,0,False,False,0.0,53.0,8,False,True,1.411684217160353
892,Goodfellas,R,Biography,34,long,very-high,8.7,True,False,mid,False,False,48.0,5,True,False,1.7681043329744655,47.0,8,True,False,0.9730556247023809
893,The Godfather: Part III,R,Crime,34,long,very-high,7.6,True,False,mid,False,False,51.0,6,False,False,1.0750204186001016,50.0,4,True,True,2.571319612279562
894,Total Recall,R,Action,34,medium,very-high,7.5,True,False,high,False,False,52.0,1,True,False,4.109590846153846,43.0,10,True,True,4.906790518132266
895,Pretty Woman,R,Comedy,34,medium,very-high,7.0,False,False,high,False,False,56.0,2,False,False,2.0331645363636364,41.0,7,False,True,3.7849608711417484
896,Home Alone,PG,Comedy,34,medium,very-high,7.6,True,False,high,False,False,32.0,2,False,False,2.666791725274725,10.0,0,False,False,0.0
897,Ghost,PG-13,Drama,34,long,very-high,7.1,False,False,high,False,False,40.0,0,False,False,0.0,38.0,5,False,True,8.255245584358288
898,Dances with Wolves,PG-13,Adventure,34,long,very-high,8.0,True,False,high,False,False,35.0,0,False,False,0.0,35.0,4,True,False,3.175258182857143
899,Tremors,PG-13,Comedy,34,medium,very-high,7.1,False,False,mid,False,False,37.0,0,False,False,0.0,32.0,3,False,False,3.5286464711382117
900,Die Hard 2,R,Action,34,long,very-high,7.1,False,False,high,False,False,31.0,3,False,True,1.6267279641014063,35.0,2,True,False,2.672205142857143
901,Misery,R,Drama,34,medium,very-high,7.8,True,False,high,False,False,43.0,5,True,False,4.043788210000001,50.0,2,True,False,2.0496556732954545
902,Kindergarten Cop,PG-13,Action,34,medium,very-high,6.2,False,False,high,False,False,44.0,5,True,False,8.198766202747748,43.0,10,True,True,4.906790518132266
903,The Bonfire of the Vanities,R,Comedy,34,long,mid,5.6,False,False,low,False,False,50.0,7,True,False,1.9460572346275946,34.0,7,False,False,5.584448315247252
904,Teenage Mutant Ninja Turtles,PG,Action,34,medium,high,6.8,False,False,high,False,False,34.0,0,False,False,0.0,27.0,0,False,False,0.0
905,Edward Scissorhands,PG-13,Drama,34,medium,very-high,7.9,True,False,high,False,False,32.0,3,True,False,7.844054387301587,27.0,0,False,False,0.0
906,The Hunt for Red October,PG,Action,34,long,very-high,7.6,True,False,high,False,False,39.0,2,True,False,5.804243784523809,60.0,5,False,False,2.294188298611111
907,Dick Tracy,PG,Action,34,medium,high,6.1,False,False,high,False,False,53.0,1,False,False,1.26195809375,53.0,2,False,True,0.7616625105113636
908,Awakenings,PG-13,Biography,34,long,very-high,7.8,True,False,mid,False,False,47.0,1,False,False,8.4404045,47.0,8,True,False,0.9730556247023809
909,Wild at Heart,R,Comedy,34,long,high,7.2,False,False,mid,False,True,44.0,2,True,False,1.104801625,26.0,3,False,False,18.25969230952381
910,Predator 2,R,Action,34,medium,very-high,6.3,False,False,mid,False,False,32.0,1,False,True,3.6947265,44.0,1,True,False,6.5645242
911,RoboCop 2,R,Action,34,medium,high,5.8,False,False,mid,False,False,67.0,2,True,False,15.724763541666668,43.0,4,True,False,1.6714748515384616
912,Jacob's Ladder,R,Drama,34,medium,very-high,7.5,True,False,mid,False,False,49.0,3,False,False,15.498026985294118,32.0,0,False,False,0.0
913,Back to the Future Part III,PG,Adventure,34,medium,very-high,7.4,True,False,high,False,False,38.0,4,True,False,10.445391214755638,29.0,5,True,False,7.827431050502923
914,Darkman,R,Action,34,medium,high,6.4,False,False,high,False,False,31.0,3,True,False,3.364904687830688,38.0,0,False,False,0.0
915,The Hot Spot,R,Crime,34,long,mid,6.4,False,False,low,False,False,54.0,1,False,False,7.7693445,41.0,1,False,False,0.5603856551724138
916,Cry-Baby,PG-13,Comedy,34,short,high,6.5,False,False,low,False,False,44.0,1,False,False,3.336516,27.0,0,False,False,0.0
917,Presumed Innocent,R,Other,34,long,mid,6.9,False,False,high,False,False,62.0,2,True,True,1.59060190625,48.0,7,True,False,7.4436961178117915
918,Arachnophobia,PG-13,Comedy,34,medium,high,6.4,False,False,mid,False,False,44.0,0,False,False,0.0,35.0,1,False,False,1.1947098571428572
919,Days of Thunder,PG-13,Action,34,medium,high,6.1,False,False,mid,False,False,46.0,2,False,False,17.26612443333333,28.0,7,False,True,8.290193770235744
920,King of New York,R,Crime,34,medium,mid,7.0,False,False,low,False,True,39.0,0,False,False,0.0,47.0,3,False,False,1.047296511111111
921,Gremlins 2: The New Batch,PG-13,Comedy,34,medium,high,6.4,False,False,low,False,False,44.0,5,False,False,7.206876524727273,26.0,2,False,False,7.118010348484849
922,Rocky V,PG-13,Drama,34,medium,very-high,5.3,False,True,mid,False,False,55.0,3,True,False,6.033371346568628,44.0,11,True,True,4.088291831502459
923,Young Guns II,PG-13,Action,34,medium,mid,6.5,False,False,mid,False,False,52.0,1,False,False,2.123135,28.0,3,True,False,18.593654894871793
924,Miller's Crossing,R,Crime,34,medium,very-high,7.7,True,False,low,False,False,36.0,2,True,False,3.841120666666667,40.0,0,False,False,0.0
925,Revenge,R,Action,34,long,mid,6.2,False,False,low,False,False,46.0,2,False,False,17.26612443333333,35.0,4,True,False,3.175258182857143
926,Mermaids,PG-13,Comedy,34,medium,mid,6.7,False,False,mid,False,False,52.0,5,False,True,1.7544524316923078,44.0,4,False,False,3.422404583493915
927,Child's Play 2,R,Horror,34,short,mid,5.9,False,False,mid,False,False,33.0,0,False,False,0.0,9.0,0,False,False,0.0
928,Joe Versus the Volcano,PG,Comedy,34,medium,mid,5.8,False,False,mid,False,False,40.0,0,False,False,0.0,34.0,7,False,False,5.584448315247252
929,Slacker,R,Comedy,34,medium,mid,7.1,False,False,high,False,True,30.0,0,False,False,0.0,30.0,0,False,False,0.0
930,Flatliners,R,Drama,34,medium,high,6.6,False,False,mid,False,False,51.0,3,False,False,2.4971838839743588,24.0,1,False,True,0.56344775
931,Quigley Down Under,PG-13,Action,34,medium,mid,6.9,False,False,mid,False,False,47.0,0,False,False,0.0,45.0,2,False,False,8.374984299043062
932,Nightbreed,R,Action,34,medium,mid,6.5,False,False,low,False,False,38.0,0,False,False,0.0,30.0,0,False,False,0.0
933,The Two Jakes,R,Crime,34,long,mid,6.2,False,False,low,False,False,53.0,0,False,False,0.0,53.0,5,True,False,1.3910864614123695
934,Lionheart,R,Action,34,medium,mid,6.2,False,False,high,False,True,39.0,0,False,False,0.0,30.0,3,False,True,13.621252262626262
935,Internal Affairs,R,Crime,34,medium,mid,6.5,False,False,mid,False,False,42.0,1,False,False,0.447832,41.0,7,False,True,3.7849608711417484
936,Problem Child,PG,Comedy,34,short,mid,5.4,False,True,high,False,False,44.0,0,False,False,0.0,9.0,0,False,False,0.0
937,The Rescuers Down Under,G,Animation,34,short,mid,6.9,False,False,low,False,False,32.0,0,False,False,0.0,61.0,0,False,False,0.0
938,House Party,R,Comedy,34,medium,mid,6.5,False,False,high,False,True,29.0,0,False,False,0.0,26.0,0,False,False,0.0
939,Another 48 Hrs.,R,Action,34,medium,mid,5.9,False,False,high,False,False,48.0,7,False,False,1.8691468349604416,29.0,6,True,False,8.66044205008547
940,Night of the Living Dead,R,Horror,34,medium,mid,6.9,False,False,mid,False,True,44.0,0,False,False,0.0,36.0,0,False,False,0.0
941,Pacific Heights,R,Other,34,medium,mid,6.4,False,False,mid,False,False,64.0,3,False,True,0.9845367735042734,33.0,2,False,False,2.0623644285714287
942,Postcards from the Edge,R,Comedy,34,medium,mid,6.7,False,False,mid,False,False,59.0,4,False,False,2.772101776785714,41.0,6,True,False,2.6241374533154125
943,Hard to Kill,R,Action,34,medium,mid,5.8,False,False,high,False,False,56.0,1,False,False,3.9810718,38.0,1,False,False,2.5159508
944,The NeverEnding Story II: The Next Chapter,PG,Adventure,34,short,mid,5.2,False,True,low,False,False,45.0,4,True,False,5.078412061580087,14.0,0,False,False,0.0
945,Leatherface: Texas Chainsaw Massacre III,R,Horror,34,short,mid,5.1,False,True,mid,False,True,29.0,1,False,False,1.0131973333333333,24.0,0,False,False,0.0
946,Frankenhooker,R,Comedy,34,short,low,6.2,False,False,low,False,True,40.0,0,False,False,0.0,26.0,0,False,False,0.0
947,State of Grace,R,Action,34,long,mid,7.2,False,False,low,False,False,29.0,1,False,False,0.6143103333333333,30.0,5,False,True,3.043475521719457
948,Bird on a Wire,PG-13,Action,34,medium,mid,6.0,False,False,high,False,False,51.0,4,False,False,2.9745997947843823,34.0,8,True,False,3.904098473776079
949,Memphis Belle,PG-13,Action,34,medium,mid,6.9,False,False,mid,False,False,33.0,1,False,False,1.2571428571428571,31.0,3,True,False,1.0105854800653595
950,The Adventures of Ford Fairlane,R,Action,34,medium,mid,6.4,False,False,mid,False,False,31.0,3,False,True,1.6267279641014063,33.0,0,False,False,0.0
951,Marked for Death,R,Action,34,medium,mid,6.0,False,False,high,False,False,34.0,1,False,False,3.5537514,38.0,1,False,False,2.5159508
952,Slumber Party Massacre III,R,Comedy,34,short,low,4.6,False,True,high,False,True,31.0,0,False,False,0.0,24.0,0,False,False,0.0
953,Dreams,PG,Drama,34,medium,mid,7.8,True,False,low,False,False,80.0,1,True,False,0.3621115652173913,43.0,0,False,False,0.0
954,Air America,R,Action,34,medium,mid,5.8,False,False,low,False,False,45.0,5,False,False,1.7961180748987853,34.0,8,True,False,3.904098473776079
955,Class of 1999,R,Action,34,medium,low,5.9,False,False,low,False,True,44.0,3,False,False,2.7388574333333335,24.0,0,False,False,0.0
956,Death Warrant,R,Action,34,short,mid,5.7,False,False,high,False,True,32.0,0,False,False,0.0,30.0,3,False,True,13.621252262626262
957,Quick Change,R,Comedy,34,short,mid,6.8,False,False,mid,False,False,21.0,0,False,False,0.0,40.0,5,True,False,5.322672463997748
958,Hardware,R,Other,34,medium,mid,6.0,False,False,high,False,True,24.0,0,False,False,0.0,29.0,0,False,False,0.0
959,Mr. Destiny,PG-13,Comedy,34,medium,mid,6.4,False,False,low,False,False,37.0,0,False,False,0.0,36.0,2,False,False,3.1984441096256684
960,The Freshman,PG,Comedy,34,medium,mid,6.5,False,False,mid,False,False,45.0,0,False,False,0.0,66.0,0,False,False,0.0
961,Navy Seals,R,Action,34,medium,mid,5.6,False,False,mid,False,False,52.0,3,False,False,3.3238765142857147,25.0,4,True,False,6.91753398449074
962,Graveyard Shift,R,Horror,34,short,mid,4.9,False,True,mid,False,False,50.0,0,False,False,0.0,38.0,0,False,False,0.0
963,The Sheltering Sky,R,Adventure,34,long,mid,6.8,False,False,low,False,False,49.0,0,False,False,0.0,35.0,3,False,False,1.3091709097744362
964,Dark Angel,R,Action,34,medium,mid,6.1,False,False,low,False,True,41.0,1,False,True,2.8938535714285716,33.0,2,False,True,0.5250221590909091
965,Mo' Better Blues,R,Drama,34,long,mid,6.6,False,False,mid,False,False,33.0,3,True,False,16.253769545787545,36.0,1,True,False,0.20344127586206898
966,Bad Influence,R,Drama,34,medium,low,6.3,False,False,mid,False,True,45.0,2,False,True,0.8504790473321859,26.0,4,False,True,1.6450427199095021
967,Tales from the Darkside: The Movie,R,Comedy,34,medium,mid,6.3,False,False,high,False,True,42.0,0,False,False,0.0,45.0,0,False,False,0.0
968,The Rookie,R,Action,34,long,mid,5.9,False,False,mid,False,False,60.0,7,False,False,2.962487199837844,60.0,10,False,True,2.8603312080079766
969,Green Card,PG-13,Comedy,34,medium,mid,6.2,False,False,mid,False,False,46.0,4,True,False,5.36751697890713,42.0,0,False,False,0.0
970,Metropolitan,PG-13,Comedy,34,medium,mid,7.4,True,False,high,False,True,38.0,0,False,False,0.0,26.0,0,False,False,0.0
971,Almost an Angel,PG,Comedy,34,medium,low,5.6,False,False,low,False,False,49.0,1,False,False,17.114729285714287,51.0,2,False,False,27.20529112012987
972,Everybody Wins,R,Drama,34,medium,low,5.1,False,True,low,False,False,64.0,0,False,False,0.0,35.0,3,False,False,1.3091709097744362
973,Havana,R,Drama,34,long,low,6.1,False,False,low,False,False,56.0,3,True,False,6.390114463773682,54.0,3,True,False,2.7219982252645507
974,The Russia House,R,Drama,34,long,mid,6.1,False,False,mid,False,False,51.0,4,False,False,1.1426973742424242,60.0,5,False,False,2.294188298611111
975,White Hunter Black Heart,PG,Adventure,34,medium,mid,6.6,False,False,low,False,False,60.0,7,False,False,2.962487199837844,60.0,10,False,True,2.8603312080079766
976,Avalon,PG,Drama,34,long,low,7.2,False,False,low,False,False,48.0,6,True,False,5.277472955687831,31.0,0,False,False,0.0
977,Fire Birds,PG-13,Action,34,short,low,4.8,False,True,low,False,False,42.0,0,False,False,0.0,26.0,3,False,False,18.25969230952381
978,Alice,PG-13,Comedy,34,medium,mid,6.6,False,False,low,False,False,55.0,9,True,False,1.3492949712841131,45.0,3,True,False,2.6321452090277777
979,The First Power,R,Crime,34,medium,low,5.7,False,False,mid,False,False,42.0,0,False,False,0.0,28.0,1,False,False,8.340833230769231
980,Desperate Hours,R,Action,34,medium,low,5.4,False,True,low,False,False,51.0,3,False,True,0.486478595959596,38.0,6,False,False,0.6435328282679739
981,Cadence,PG-13,Drama,34,medium,low,6.5,False,False,low,False,True,50.0,0,False,False,0.0,25.0,4,True,False,6.91753398449074
982,Brain Dead,R,Horror,34,short,low,6.0,False,False,low,False,True,28.0,0,False,False,0.0,37.0,1,False,False,2.799290142857143
983,Ernest Goes to Jail,PG,Comedy,34,short,low,5.4,False,True,mid,False,True,42.0,2,False,False,5.708658892857143,41.0,2,False,False,5.708658892857143
984,Mountains of the Moon,R,Adventure,34,long,low,7.2,False,False,low,False,False,57.0,2,False,False,1.7159527083333335,39.0,0,False,False,0.0
985,Two Evil Eyes,R,Horror,34,long,low,6.1,False,False,low,False,True,50.0,0,False,False,0.0,45.0,1,False,False,21.448782
986,Trust,R,Comedy,34,medium,low,7.4,True,False,low,False,True,31.0,0,False,False,0.0,24.0,0,False,False,0.0
987,A Shock to the System,R,Comedy,34,short,low,6.7,False,False,low,False,False,44.0,0,False,False,0.0,57.0,5,False,True,1.857237667870096
988,The Boyfriend School,PG-13,Comedy,34,medium,low,5.8,False,False,low,False,True,41.0,0,False,False,0.0,32.0,4,False,False,7.425729173039526
989,Roger Corman's Frankenstein Unbound,R,Drama,34,short,low,5.5,False,False,low,False,False,64.0,0,False,False,0.0,50.0,2,False,False,1.0285714285714285
990,Stanley & Iris,PG-13,Drama,34,medium,low,6.4,False,False,low,False,False,76.0,2,False,False,1.80621254,53.0,5,False,True,3.0705303044607843
991,Spaced Invaders,PG,Adventure,34,medium,low,5.3,False,True,high,False,True,28.0,0,False,False,0.0,41.0,0,False,False,0.0
992,Meet the Applegates,R,Comedy,34,medium,low,5.5,False,False,low,False,True,33.0,1,False,False,0.3879896666666667,41.0,0,False,False,0.0
993,Loose Cannons,R,Action,34,medium,low,4.9,False,True,low,False,False,51.0,4,True,True,14.183462932638196,60.0,7,True,False,1.8774191259207131
994,Where the Heart Is,R,Comedy,34,medium,low,6.0,False,False,low,False,False,57.0,1,True,False,3.1791941818181817,58.0,0,False,False,0.0
995,Downtown,R,Action,34,medium,low,5.7,False,False,low,False,False,52.0,5,False,True,1.7544524316923078,28.0,2,False,False,0.2368962743243243
996,Gate 2: The Trespassers,R,Other,34,medium,low,4.8,False,True,low,False,True,36.0,0,False,False,0.0,17.0,0,False,False,0.0
997,Come See the Paradise,R,Drama,34,long,low,6.7,False,False,low,False,False,46.0,5,True,False,1.2125505360784314,36.0,4,False,True,1.909822772838953
998,The Last of the Finest,R,Action,34,medium,low,5.8,False,False,low,False,False,62.0,2,False,False,1.2894534025423727,52.0,0,False,False,0.0
999,Graffiti Bridge,PG-13,Drama,34,medium,low,4.5,False,True,low,False,True,32.0,0,False,False,0.0,32.0,1,False,False,9.758771527777778
1000,Sibling Rivalry,PG-13,Comedy,34,short,low,5.4,False,True,mid,False,False,68.0,1,False,False,2.0217966666666665,39.0,0,False,False,0.0
1001,Tune in Tomorrow...,PG-13,Comedy,34,medium,low,6.2,False,False,low,False,False,42.0,0,False,False,0.0,42.0,1,False,False,1.4752842222222222
1002,Impulse,R,Crime,34,medium,low,5.7,False,False,low,False,True,46.0,0,False,False,0.0,33.0,1,False,False,0.0858056
1003,Terminator 2: Judgment Day,R,Action,33,long,very-high,8.5,True,False,high,True,False,37.0,3,True,False,6.871851138481339,44.0,12,True,True,5.546002229640135
1004,Point Break,R,Action,33,long,very-high,7.3,False,False,high,False,False,40.0,1,False,False,0.6738614,39.0,6,False,True,10.710458873328875
1005,The Silence of the Lambs,R,Crime,33,medium,very-high,8.6,True,False,high,False,False,47.0,4,False,False,1.1005935130952382,29.0,1,False,False,0.1762190909090909
1006,Hook,PG,Adventure,33,long,very-high,6.8,False,False,high,False,False,45.0,7,True,False,18.363496099464193,54.0,2,True,False,11.31555631904762
1007,Boyz n the Hood,R,Crime,33,medium,very-high,7.8,True,False,high,False,True,23.0,0,False,False,0.0,23.0,0,False,False,0.0
1008,Cape Fear,R,Crime,33,long,very-high,7.3,False,False,high,False,False,49.0,6,True,False,1.7865087908120545,48.0,10,True,False,1.134350752923195
1009,The Addams Family,PG-13,Comedy,33,medium,very-high,6.9,False,False,high,False,False,38.0,0,False,False,0.0,40.0,0,False,False,0.0
1010,Thelma & Louise,R,Adventure,33,long,very-high,7.5,True,False,mid,False,False,54.0,4,True,False,1.8494865002923044,45.0,0,False,False,0.0
1011,Y Tu Mamá También,R,Drama,33,medium,very-high,7.6,True,False,high,False,True,30.0,0,False,False,0.0,21.0,0,False,False,0.0
1012,Robin Hood: Prince of Thieves,PG-13,Action,33,long,very-high,6.9,False,False,high,False,False,39.0,2,False,False,0.01661032142857143,36.0,6,True,False,5.449069576450216
1013,The Doors,R,Biography,33,long,high,7.2,False,False,low,False,False,45.0,4,True,False,9.595351888095237,32.0,4,False,False,1.3998391409722222
1014,Beauty and the Beast,G,Animation,33,short,very-high,8.0,True,False,high,False,False,31.0,0,False,False,0.0,35.0,0,False,False,0.0
1015,Fried Green Tomatoes,PG-13,Drama,33,long,high,7.7,True,False,high,False,False,42.0,0,False,False,0.0,43.0,0,False,False,0.0
1016,JFK,R,Drama,33,long,very-high,8.0,True,False,high,False,False,45.0,4,True,False,9.595351888095237,36.0,6,True,False,5.449069576450216
1017,The Rocketeer,PG,Action,33,medium,high,6.5,False,False,mid,False,False,41.0,1,False,False,12.37356511111111,32.0,0,False,False,0.0
1018,My Girl,PG,Comedy,33,medium,high,6.9,False,False,high,False,False,64.0,3,False,False,3.5238113777777778,11.0,0,False,False,0.0
1019,Backdraft,R,Action,33,long,high,6.7,False,False,high,False,False,37.0,5,False,False,4.717570808095237,40.0,4,True,False,1.645403427142857
1020,Bill & Ted's Bogus Journey,PG,Adventure,33,medium,high,6.3,False,False,mid,False,False,29.0,0,False,False,0.0,27.0,1,False,False,4.0508994
1021,City Slickers,PG-13,Comedy,33,medium,high,6.8,False,False,high,False,False,38.0,1,False,False,1.5151894545454545,43.0,2,True,False,3.0787336874999998
1022,The Fisher King,R,Comedy,33,long,high,7.5,True,False,mid,False,False,51.0,3,True,False,3.1034270596611626,42.0,9,True,False,1.2436482327085863
1023,Sleeping with the Enemy,R,Drama,33,medium,high,6.3,False,False,high,False,False,41.0,0,False,False,0.0,24.0,0,False,False,0.0
1024,Return to the Blue Lagoon,PG-13,Adventure,33,medium,mid,5.2,False,True,low,False,False,65.0,0,False,False,0.0,22.0,0,False,False,0.0
1025,The Last Boy Scout,R,Action,33,medium,high,7.0,False,False,mid,False,False,47.0,4,False,False,9.468856361742423,36.0,3,True,False,2.924476161904762
1026,Star Trek VI: The Undiscovered Country,PG,Action,33,medium,high,7.2,False,False,high,False,False,46.0,1,True,False,7.0458002678571425,60.0,4,True,False,4.4526704219833295
1027,My Own Private Idaho,R,Drama,33,medium,high,7.0,False,False,mid,False,True,39.0,1,False,False,1.8917408,21.0,1,True,False,0.4068487142857143
1028,Drop Dead Fred,PG-13,Comedy,33,medium,mid,5.9,False,False,mid,False,True,38.0,0,False,False,0.0,28.0,2,False,True,2.7028746428571426
1029,Hot Shots!,PG-13,Action,33,short,very-high,6.8,False,False,high,False,False,47.0,3,True,False,10.542207750508751,26.0,6,True,False,4.906884789660493
1030,Hudson Hawk,R,Action,33,medium,high,5.8,False,False,low,False,False,34.0,2,False,False,0.24257203333333333,36.0,3,True,False,2.924476161904762
1031,The Prince of Tides,R,Drama,33,long,mid,6.7,False,False,mid,False,False,49.0,1,False,False,3.351574916666667,49.0,2,False,False,2.294787498333333
1032,Barton Fink,R,Comedy,33,medium,very-high,7.7,True,False,low,False,True,37.0,3,True,False,2.6817092301587304,34.0,0,False,False,0.0
