id,title,rating,genre,runtime,age,popularity,score,is_acclaimed,is_panned,budget_efficiency,is_blockbuster,is_indie,director_age_in_movie,director_experience,director_is_acclaimed,director_is_panned,director_budget_efficiency,star_age_in_movie,star_experience,star_is_acclaimed,star_is_panned,star_budget_efficiency
2883,Hollywood Homicide,PG-13,Action,medium,21,mid,5.3,False,True,low,False,False,58.0,5,False,False,2.101565275007215,61.0,19,True,True,4.177820773529256
2884,The Triplets of Belleville,PG-13,Animation,short,21,high,7.8,True,False,mid,False,True,40.0,0,False,False,0.0,35.0,0,False,False,0.0
2885,Stuck on You,PG-13,Comedy,medium,21,high,5.7,False,False,mid,False,False,45.0,5,False,False,3.516160017037037,33.0,6,True,False,1.4362519803435674
2886,Bulletproof Monk,PG-13,Action,medium,21,mid,5.5,False,False,low,False,False,33.0,0,False,False,0.0,48.0,3,True,False,3.87330278
2887,Down with Love,PG-13,Comedy,medium,21,mid,6.3,False,False,mid,False,False,39.0,1,False,False,8.222720818181818,32.0,2,False,True,4.7168584869565215
2888,Biker Boyz,PG-13,Action,medium,21,mid,4.7,False,True,low,False,False,38.0,0,False,False,0.0,42.0,7,False,True,0.9560501135148186
2889,The Medallion,PG-13,Action,short,21,mid,5.3,False,True,low,False,False,43.0,0,False,False,0.0,49.0,9,True,True,3.480737087598204
2890,The Shape of Things,R,Comedy,medium,21,mid,6.7,False,False,low,False,True,40.0,4,False,False,3.0936418014285714,34.0,0,False,False,0.0
2891,Party Monster,R,Biography,medium,21,mid,6.3,False,False,low,False,True,43.0,0,False,False,0.0,23.0,6,True,True,4.275495533877996
2892,Bringing Down the House,PG-13,Comedy,medium,21,mid,5.6,False,False,high,False,False,39.0,2,False,True,3.365761140677966,58.0,14,True,True,1.8852279071994666
2893,Willard,PG-13,Drama,medium,21,mid,6.1,False,False,low,False,False,42.0,0,False,False,0.0,39.0,1,False,False,2.4210526315789473
2894,The in-Laws,PG-13,Action,medium,21,mid,5.7,False,False,low,False,False,38.0,3,False,False,1.528565582051282,56.0,0,False,False,0.0
2895,Confidence,R,Crime,medium,21,mid,6.7,False,False,mid,False,False,50.0,5,True,True,0.6158729119095023,35.0,1,False,False,2.725413714285714
2896,Latter Days,R,Comedy,medium,21,mid,7.0,False,False,mid,False,True,41.0,0,False,False,0.0,26.0,0,False,False,0.0
2897,Beyond Borders,R,Adventure,long,21,mid,6.5,False,False,low,False,False,60.0,4,False,False,3.036746554561404,39.0,0,False,False,0.0
2898,The Fighting Temptations,PG-13,Comedy,long,21,low,5.6,False,False,mid,False,False,60.0,5,True,False,2.2569328758413114,35.0,4,True,True,3.9151967101944933
2899,Anything Else,R,Comedy,medium,21,mid,6.3,False,False,low,False,False,68.0,21,True,False,0.8945597174778191,68.0,11,True,False,0.8118861431192882
2900,I Capture the Castle,R,Drama,medium,21,low,6.9,False,False,low,False,True,52.0,0,False,False,0.0,21.0,0,False,False,0.0
2901,The Jungle Book 2,G,Animation,short,21,mid,5.4,False,True,high,False,False,41.0,0,False,False,0.0,51.0,4,False,True,2.805524067264445
2902,My Boss's Daughter,PG-13,Comedy,short,21,mid,4.7,False,True,mid,False,False,56.0,3,True,False,3.5412298123188406,25.0,1,False,False,5.629286384615384
2903,A Guy Thing,PG-13,Comedy,medium,21,mid,5.6,False,False,low,False,False,19.0,1,False,True,4.8049793076923075,33.0,0,False,False,0.0
2904,Intermission,R,Comedy,medium,21,mid,6.8,False,False,mid,False,True,34.0,0,False,False,0.0,27.0,1,True,False,10.0
2905,All the Real Girls,R,Drama,medium,21,mid,6.8,False,False,low,False,True,28.0,0,False,False,0.0,23.0,0,False,False,0.0
2906,From Justin to Kelly,PG,Comedy,short,21,mid,2.1,False,True,low,False,False,56.0,2,False,True,5.3692945,21.0,0,False,False,0.0
2907,Owning Mahowny,R,Crime,medium,21,mid,7.1,False,False,low,False,False,46.0,0,False,False,0.0,36.0,0,False,False,0.0
2908,Head of State,PG-13,Comedy,medium,21,mid,5.5,False,False,mid,False,False,38.0,0,False,False,0.0,38.0,3,False,True,1.6394836961451247
2909,The Singing Detective,R,Comedy,medium,21,low,5.5,False,False,low,False,True,42.0,2,False,False,0.1685958764705882,38.0,5,True,False,0.8183984379723501
2910,Pieces of April,PG-13,Comedy,short,21,mid,7.0,False,False,high,False,True,41.0,0,False,False,0.0,25.0,1,False,True,0.49208876
2911,Code 46,R,Drama,medium,21,mid,6.2,False,False,low,False,True,42.0,2,False,False,0.047797849206349205,45.0,6,True,False,1.1910340275
2912,The Order,R,Horror,medium,21,mid,5.2,False,True,low,False,False,42.0,2,False,False,1.8016726867521367,24.0,3,False,False,1.481302913919414
2913,Veronica Guerin,R,Biography,medium,21,mid,6.9,False,False,low,False,False,64.0,15,True,True,2.597069178572487,34.0,4,True,False,1.9618424458333334
2914,Shade,R,Crime,medium,21,mid,6.3,False,False,low,False,False,32.0,0,False,False,0.0,48.0,0,False,False,0.0
2915,The Mother,R,Drama,medium,21,low,6.8,False,False,mid,False,True,47.0,2,False,False,5.386861798412698,68.0,0,False,False,0.0
2916,Rugrats Go Wild,PG,Animation,short,21,low,5.6,False,False,mid,False,False,35.0,0,False,False,0.0,43.0,0,False,False,0.0
2917,Luther,PG-13,Biography,long,21,mid,6.6,False,False,low,False,False,74.0,0,False,False,0.0,33.0,0,False,False,0.0
2918,Saints and Soldiers,PG-13,Action,medium,21,mid,6.7,False,False,mid,False,True,32.0,0,False,False,0.0,24.0,0,False,False,0.0
2919,Taxi 3,Unrated,Action,short,21,mid,5.8,False,False,high,False,True,50.0,0,False,False,0.0,42.0,0,False,False,0.0
2920,The Company,PG-13,Drama,medium,21,low,6.3,False,False,low,False,False,78.0,10,True,True,1.3481654276931703,30.0,3,False,False,5.903440986111111
2921,Good Boy,PG,Comedy,short,21,low,5.1,False,True,mid,False,False,36.0,0,False,False,0.0,13.0,0,False,False,0.0
2922,How to Deal,PG-13,Comedy,medium,21,low,5.6,False,False,low,False,False,39.0,0,False,False,0.0,19.0,1,False,False,4.024992881355932
2923,The Girl Next Door,R,Comedy,medium,20,very-high,6.7,False,False,mid,False,False,32.0,1,False,True,1.8125773191489363,19.0,0,False,False,0.0
2924,EuroTrip,R,Comedy,medium,20,very-high,6.6,False,False,low,False,False,34.0,0,False,False,0.0,23.0,0,False,False,0.0
2925,Dodgeball: A True Underdog Story,PG-13,Comedy,medium,20,very-high,6.7,False,False,high,False,False,29.0,0,False,False,0.0,39.0,7,False,True,1.9690227730432301
2926,White Chicks,PG-13,Comedy,medium,20,very-high,5.6,False,False,high,False,False,46.0,4,False,True,5.105207855555555,32.0,2,False,False,1.1006536636363635
2927,Mean Girls,PG-13,Comedy,medium,20,very-high,7.0,False,False,high,False,False,40.0,3,False,False,3.1324441206349203,18.0,0,False,False,0.0
2928,Harry Potter and the Prisoner of Azkaban,PG,Adventure,long,20,very-high,7.9,True,False,high,True,False,43.0,3,True,False,4.26963556627451,15.0,2,True,False,8.425884514
2929,Troy,R,Drama,long,20,very-high,7.2,False,False,mid,True,False,63.0,7,True,False,2.2655282698838124,41.0,9,True,False,2.0601528402162814
2930,Eternal Sunshine of the Spotless Mind,R,Drama,medium,20,very-high,8.3,True,False,high,False,False,41.0,0,False,False,0.0,42.0,12,True,False,5.042196198250454
2931,Kill Bill: Vol. 2,R,Action,long,20,very-high,8.0,True,False,high,False,False,41.0,4,True,False,5.441097445833334,34.0,3,True,True,2.209130063888889
2932,The Notebook,PG-13,Drama,long,20,very-high,7.8,True,False,high,False,False,45.0,2,False,False,1.62232875,74.0,2,False,False,0.6623824065217392
2933,The Terminal,PG-13,Comedy,long,20,very-high,7.4,True,False,high,False,False,58.0,16,True,False,6.437864461031332,48.0,22,True,False,5.387053141730559
2934,Van Helsing,PG-13,Action,long,20,very-high,6.1,False,False,mid,True,False,42.0,5,False,False,3.056150205054073,36.0,0,False,False,0.0
2935,The Incredibles,PG,Animation,medium,20,very-high,8.0,True,False,high,False,False,47.0,1,True,False,0.3311441,60.0,0,False,False,0.0
2936,Saw,R,Horror,medium,20,very-high,7.6,True,False,high,False,True,27.0,0,False,False,0.0,42.0,3,True,False,1.9955451805555555
2937,Collateral,R,Crime,long,20,very-high,7.5,True,False,high,False,False,61.0,7,True,False,1.3642965679909913,42.0,19,True,True,4.67787605346523
2938,The Aviator,PG-13,Biography,long,20,very-high,7.5,True,False,mid,True,False,62.0,12,True,False,1.7962642589854871,30.0,8,True,False,4.7577138582761
2939,Spider-Man 2,PG-13,Action,long,20,very-high,7.3,False,False,high,True,False,45.0,10,True,False,2.6726628787415456,29.0,5,True,False,2.4353262884325426
2940,The Punisher,R,Action,long,20,very-high,6.4,False,False,mid,False,False,45.0,0,False,False,0.0,35.0,2,False,False,1.3778631000000001
2941,"I, Robot",PG-13,Action,medium,20,very-high,7.1,False,False,mid,True,False,41.0,2,True,False,1.6057340990338165,36.0,8,False,True,3.1858192457108445
2942,Howl's Moving Castle,PG,Animation,medium,20,very-high,8.2,True,False,high,False,False,63.0,3,True,False,8.997837135135136,63.0,0,False,False,0.0
2943,Spanglish,PG-13,Comedy,long,20,high,6.4,False,False,low,False,False,64.0,3,True,False,6.55004189,38.0,9,False,True,3.742705668161493
2944,Million Dollar Baby,PG-13,Drama,long,20,very-high,8.1,True,False,high,False,False,74.0,18,True,False,3.1105409645413165,30.0,2,True,False,2.9051203
2945,The Village,PG-13,Drama,medium,20,very-high,6.5,False,False,high,False,False,34.0,4,True,False,4.756345184583333,55.0,7,True,False,2.674750331167327
2946,The Butterfly Effect,R,Drama,medium,20,very-high,7.6,True,False,high,False,False,33.0,0,False,False,0.0,26.0,3,False,True,4.190380091168091
2947,The Day After Tomorrow,PG-13,Action,long,20,very-high,6.4,False,False,high,True,False,49.0,5,False,True,4.004984502620857,50.0,9,False,True,1.7313282225025586
2948,Napoleon Dynamite,PG,Comedy,medium,20,very-high,6.9,False,False,high,False,True,25.0,0,False,False,0.0,27.0,0,False,False,0.0
2949,50 First Dates,PG-13,Comedy,medium,20,very-high,6.8,False,False,mid,False,False,42.0,4,False,True,1.833106082009967,38.0,9,False,True,3.742705668161493
2950,Man on Fire,R,Action,long,20,very-high,7.7,True,False,mid,False,False,60.0,10,True,False,3.3073323915660273,50.0,16,True,False,1.679126789353195
2951,13 Going on 30,PG-13,Comedy,medium,20,very-high,6.2,False,False,mid,False,False,43.0,0,False,False,0.0,32.0,0,False,False,0.0
2952,Shrek 2,PG,Animation,medium,20,very-high,7.2,False,False,high,True,False,38.0,1,True,False,8.130888666666667,41.0,8,True,True,4.8211759869851445
2953,Crash,R,Crime,medium,20,very-high,7.7,True,False,high,False,True,51.0,0,False,False,0.0,40.0,0,False,False,0.0
2954,The Bourne Supremacy,PG-13,Action,medium,20,very-high,7.7,True,False,high,False,False,49.0,0,False,False,0.0,34.0,7,True,False,1.401941964969811
2955,Dawn of the Dead,R,Action,medium,20,very-high,7.3,False,False,high,False,False,38.0,0,False,False,0.0,25.0,1,False,False,1.4225811
2956,The Passion of the Christ,R,Drama,long,20,very-high,7.2,False,False,high,False,False,48.0,1,True,False,2.961336333333333,36.0,3,True,False,1.8532693597680099
2957,Resident Evil: Apocalypse,R,Action,medium,20,very-high,6.2,False,False,mid,False,False,52.0,0,False,False,0.0,29.0,2,False,False,1.9543550322638148
2958,Hellboy,PG-13,Action,long,20,very-high,6.8,False,False,mid,False,False,40.0,4,True,False,1.3733233398148148,54.0,1,True,False,0.09897027777777778
2959,Anchorman: The Legend of Ron Burgundy,PG-13,Comedy,medium,20,very-high,7.2,False,False,high,False,False,36.0,0,False,False,0.0,37.0,1,False,False,6.783446545454545
2960,Walking Tall,PG-13,Action,short,20,high,6.3,False,False,mid,False,False,33.0,1,False,False,1.7537688666666666,32.0,2,False,False,1.9816217583333335
2961,The Life Aquatic with Steve Zissou,R,Action,medium,20,very-high,7.3,False,False,low,False,False,35.0,3,True,False,1.797602052910053,54.0,11,True,False,4.1165506245740815
2962,A Series of Unfortunate Events,PG,Adventure,medium,20,very-high,6.8,False,False,mid,True,False,41.0,3,False,False,3.2825790549494944,42.0,12,True,False,5.042196198250454
2963,The Machinist,R,Drama,medium,20,very-high,7.7,True,False,mid,False,True,40.0,1,False,False,1.0748393333333333,30.0,4,True,False,1.4967478148809525
2964,The Phantom of the Opera,PG-13,Drama,long,20,very-high,7.2,False,False,mid,False,False,65.0,16,True,True,2.4694569872646475,35.0,1,False,True,0.871363425925926
2965,Closer,R,Drama,medium,20,very-high,7.2,False,False,high,False,False,73.0,10,False,False,2.3469210379725647,23.0,1,False,False,2.7242478666666665
2966,National Treasure,PG,Action,long,20,very-high,6.9,False,False,high,False,False,41.0,6,False,True,5.222705055448718,40.0,19,True,True,2.5549092337491044
2967,Alexander,R,Action,long,20,very-high,5.6,False,False,mid,True,False,58.0,11,True,False,3.088442195266485,28.0,3,False,False,2.643876626007326
2968,The Chronicles of Riddick,R,Action,medium,20,very-high,6.7,False,False,mid,True,False,49.0,3,False,False,0.9801968426811594,37.0,3,False,False,3.5503088708437764
2969,The Manchurian Candidate,R,Drama,long,20,very-high,6.6,False,False,mid,False,False,60.0,7,True,False,3.2338858441588174,50.0,16,True,False,1.679126789353195
2970,King Arthur,PG-13,Action,long,20,very-high,6.3,False,False,mid,True,False,39.0,4,True,False,1.1067570058496732,40.0,1,False,False,0.3344286285714286
2971,Ocean's Twelve,PG-13,Crime,long,20,very-high,6.5,False,False,high,True,False,41.0,12,True,True,2.4364146541822413,43.0,8,True,False,2.2915221461731496
2972,Harold & Kumar Go to White Castle,R,Adventure,short,20,very-high,7.0,False,False,mid,False,True,43.0,1,False,False,5.629286384615384,32.0,0,False,False,0.0
2973,Blade: Trinity,R,Action,medium,20,very-high,5.8,False,False,mid,False,False,39.0,0,False,False,0.0,42.0,13,False,True,1.8528167862775022
2974,Alien vs. Predator,PG-13,Action,medium,20,very-high,5.6,False,False,mid,False,False,39.0,4,False,False,2.6493041332070706,33.0,1,False,False,1.3864059
2975,Meet the Fockers,PG-13,Comedy,medium,20,very-high,6.3,False,False,high,False,False,47.0,5,False,False,4.919212834992786,39.0,7,False,True,1.9690227730432301
2976,Sideways,R,Comedy,long,20,very-high,7.5,True,False,high,False,False,43.0,3,False,False,1.406312502222222,37.0,0,False,False,0.0
2977,Friday Night Lights,PG-13,Action,medium,20,high,7.2,False,False,mid,False,False,40.0,2,False,False,0.6413377333333333,49.0,4,True,False,6.067878657065218
2978,Starsky & Hutch,PG-13,Comedy,medium,20,very-high,6.1,False,False,mid,False,False,34.0,2,False,False,5.557644520833334,39.0,7,False,True,1.9690227730432301
2979,Shark Tale,PG,Animation,medium,20,very-high,6.0,False,False,high,False,False,39.0,1,False,False,0.8045550210526315,36.0,8,False,True,3.1858192457108445
2980,Before Sunset,R,Drama,short,20,very-high,8.1,True,False,high,False,True,44.0,6,True,False,3.8075128531861053,34.0,10,True,False,1.644839006498016
2981,Ella Enchanted,PG,Comedy,medium,20,high,6.3,False,False,low,False,False,36.0,1,False,False,0.9045620909090909,22.0,0,False,False,0.0
2982,Primer,PG-13,Drama,short,20,very-high,6.9,False,False,high,False,True,32.0,0,False,False,0.0,32.0,0,False,False,0.0
2983,A Cinderella Story,PG,Comedy,medium,20,high,5.9,False,False,high,False,False,45.0,1,False,False,10.0,17.0,1,False,False,3.2667326470588236
2984,Along Came Polly,PG-13,Comedy,medium,20,very-high,6.0,False,False,high,False,False,34.0,0,False,False,0.0,39.0,7,False,True,1.9690227730432301
2985,The SpongeBob SquarePants Movie,PG,Animation,short,20,high,7.1,False,False,high,False,False,43.0,0,False,False,0.0,42.0,0,False,False,0.0
2986,Scooby-Doo 2: Monsters Unleashed,PG,Adventure,medium,20,high,5.1,False,True,mid,False,False,46.0,4,False,True,3.733535428794643,28.0,5,False,True,2.7852118081283423
2987,The Ladykillers,R,Comedy,medium,20,very-high,6.2,False,False,mid,False,False,47.0,0,False,False,0.0,48.0,22,True,False,5.387053141730559
2988,Hotel Rwanda,PG-13,Biography,long,20,very-high,8.1,True,False,mid,False,False,52.0,0,False,False,0.0,40.0,0,False,False,0.0
2989,Taking Lives,R,Crime,medium,20,high,6.2,False,False,mid,False,False,39.0,1,False,False,0.05962211111111111,29.0,3,False,False,1.4985988130244088
2990,Kung Fu Hustle,R,Action,medium,20,very-high,7.7,True,False,high,False,False,42.0,1,False,False,4.277676,42.0,1,False,False,4.277676
2991,The Perfect Score,PG-13,Comedy,medium,20,mid,5.7,False,False,low,False,False,41.0,4,False,True,1.9813026588541667,20.0,2,False,False,1.8785677916666668
2992,Garden State,R,Comedy,medium,20,very-high,7.4,True,False,high,False,True,29.0,0,False,False,0.0,29.0,0,False,False,0.0
2993,The Princess Diaries 2: Royal Engagement,G,Comedy,medium,20,high,5.8,False,False,high,False,False,70.0,9,False,True,3.0026859766961005,22.0,0,False,False,0.0
2994,Twisted,R,Crime,medium,20,mid,5.3,False,True,low,False,False,68.0,4,True,False,1.442223526844071,36.0,3,False,False,1.8248537466873707
2995,Catwoman,PG-13,Action,medium,20,very-high,3.4,False,True,low,False,False,47.0,0,False,False,0.0,38.0,1,False,False,3.5397831
2996,Seed of Chucky,R,Comedy,short,20,mid,4.8,False,True,mid,False,False,41.0,0,False,False,0.0,46.0,2,False,True,1.4362464933333332
2997,2046,R,Drama,long,20,high,7.4,True,False,mid,False,False,48.0,1,True,False,0.1394697619047619,42.0,0,False,False,0.0
2998,Torque,PG-13,Action,short,20,mid,4.1,False,True,mid,False,False,32.0,0,False,False,0.0,30.0,0,False,False,0.0
2999,Ray,PG-13,Biography,long,20,very-high,7.7,True,False,high,False,False,60.0,7,True,False,2.5897381594151456,37.0,1,False,False,0.3033719411764706
3000,Chasing Liberty,PG-13,Comedy,medium,20,mid,6.1,False,False,low,False,False,49.0,1,False,True,0.7283373333333333,20.0,2,False,False,2.462194221927966
3001,Secret Window,PG-13,Drama,medium,20,very-high,6.5,False,False,mid,False,False,41.0,1,False,False,1.7619095,41.0,14,True,False,1.5687389203330027
3002,Bride & Prejudice,PG-13,Comedy,long,20,mid,6.2,False,False,high,False,True,44.0,0,False,False,0.0,30.0,0,False,False,0.0
3003,Finding Neverland,PG,Biography,medium,20,very-high,7.7,True,False,high,False,False,35.0,1,False,False,10.0,41.0,14,True,False,1.5687389203330027
3004,Team America: World Police,R,Action,medium,20,very-high,7.2,False,False,mid,False,False,35.0,2,True,False,2.280617738095238,35.0,3,True,False,1.6141090253968253
3005,Sleepover,PG,Comedy,short,20,mid,5.4,False,True,mid,False,False,31.0,0,False,False,0.0,16.0,2,False,True,3.6886527706766916
3006,The Grudge,PG-13,Horror,medium,20,very-high,5.9,False,False,high,False,False,32.0,1,False,False,1.0451074285714286,27.0,2,False,True,4.0021741309523815
3007,Around the World in 80 Days,PG,Action,long,20,high,5.9,False,False,low,True,False,38.0,2,False,False,7.468490735507246,50.0,11,True,True,3.0844477730903264
3008,Wimbledon,PG-13,Comedy,medium,20,high,6.3,False,False,mid,False,False,58.0,0,False,False,0.0,22.0,7,False,False,2.0530328433927183
3009,The Adventures of Sharkboy and Lavagirl 3-D,PG,Action,medium,20,mid,3.7,False,True,mid,False,False,36.0,9,False,True,3.856569256156675,10.0,0,False,False,0.0
3010,The Polar Express,G,Animation,medium,20,very-high,6.6,False,False,mid,True,False,52.0,10,True,False,6.0106882232114,48.0,22,True,False,5.387053141730559
3011,Without a Paddle,PG-13,Adventure,medium,20,mid,5.9,False,False,high,False,False,42.0,2,False,True,2.0555912029411765,34.0,1,False,True,3.281555988095238
3012,Miracle,PG,Biography,long,20,high,7.5,True,False,mid,False,False,41.0,0,False,False,0.0,53.0,14,True,False,1.6170649736560474
3013,Mindhunters,R,Crime,medium,20,high,6.4,False,False,low,False,False,45.0,10,False,True,1.782773931220134,45.0,13,False,True,1.3526681843364348
3014,The Prince and Me,PG,Comedy,medium,20,mid,5.9,False,False,mid,False,False,58.0,5,False,False,2.81762374469697,23.0,1,False,False,10.0
3015,Taxi,PG-13,Action,medium,20,mid,4.5,False,True,mid,False,False,34.0,1,False,False,6.421993666666666,34.0,0,False,False,0.0
3016,Wicker Park,PG-13,Drama,medium,20,high,7.0,False,False,low,False,False,41.0,0,False,False,0.0,26.0,2,True,False,3.7385812349744247
3017,Cellular,PG-13,Action,medium,20,high,6.5,False,False,mid,False,False,52.0,1,False,False,3.497735730769231,51.0,3,False,True,1.0955502863247863
3018,Kinsey,R,Biography,medium,20,mid,7.1,False,False,mid,False,False,49.0,3,True,True,1.0514737388888888,52.0,7,True,True,2.5075842612755106
3019,Anacondas: The Hunt for the Blood Orchid,PG-13,Action,medium,20,mid,4.7,False,True,high,False,False,48.0,4,False,False,2.6163154104166666,35.0,1,False,True,1.479483076923077
3020,Confessions of a Teenage Drama Queen,PG,Comedy,short,20,mid,4.7,False,True,mid,False,False,39.0,0,False,False,0.0,18.0,0,False,False,0.0
3021,Raising Helen,PG-13,Comedy,medium,20,mid,6.0,False,False,low,False,False,70.0,9,False,True,3.0026859766961005,25.0,1,False,False,3.55004774
3022,Fat Albert,PG,Comedy,medium,20,mid,4.3,False,True,mid,False,False,62.0,1,False,False,10.0,26.0,0,False,False,0.0
3023,Sky Captain and the World of Tomorrow,PG,Action,medium,20,high,6.0,False,False,low,False,False,40.0,0,False,False,0.0,32.0,5,False,True,3.384474010666666
3024,The Stepford Wives,PG-13,Comedy,medium,20,high,5.3,False,True,mid,False,False,60.0,7,False,False,1.8742552436510265,37.0,6,True,False,3.0713659544871796
3025,Shall We Dance,PG-13,Comedy,medium,20,mid,6.1,False,False,high,False,False,48.0,1,False,False,2.7684394285714284,55.0,18,True,True,2.395999481783974
3026,After the Sunset,PG-13,Action,medium,20,mid,6.3,False,False,mid,False,False,35.0,5,False,False,3.5944716746278167,51.0,7,False,False,2.8683679598965597
3027,A Very Long Engagement,R,Drama,long,20,high,7.6,True,False,mid,False,False,51.0,2,True,False,6.07584046,28.0,1,True,False,10.0
3028,The Forgotten,PG-13,Drama,medium,20,high,5.8,False,False,mid,False,False,54.0,3,False,False,4.432330261867905,44.0,2,True,False,1.331230425925926
3029,Flight of the Phoenix,PG-13,Action,medium,20,high,6.1,False,False,low,False,False,34.0,1,False,False,2.29383005,50.0,9,False,True,1.7313282225025586
3030,Saved!,PG-13,Comedy,medium,20,mid,6.7,False,False,mid,False,True,34.0,0,False,False,0.0,20.0,0,False,False,0.0
3031,Garfield,PG,Animation,short,20,high,5.0,False,True,high,False,False,42.0,2,False,False,1.3409891637931035,30.0,2,False,False,4.632930916666667
3032,In Good Company,PG-13,Comedy,medium,20,high,6.4,False,False,mid,False,False,39.0,1,False,False,10.0,50.0,9,False,True,1.7313282225025586
3033,First Daughter,PG,Comedy,medium,20,mid,5.1,False,True,low,False,False,43.0,2,False,False,3.903244575,26.0,2,False,True,5.24604438
3034,Jersey Girl,PG-13,Comedy,medium,20,high,6.2,False,False,mid,False,False,34.0,5,True,False,4.988815725,32.0,11,False,True,2.6484951756055493
3035,The Alamo,PG-13,Drama,long,20,mid,6.0,False,False,low,True,False,48.0,1,False,False,3.6678880454545455,50.0,9,False,True,1.7313282225025586
3036,Raise Your Voice,PG,Other,medium,20,mid,5.9,False,False,low,False,False,42.0,0,False,False,0.0,17.0,1,False,False,3.2667326470588236
3037,Hidalgo,PG-13,Action,long,20,high,6.7,False,False,mid,False,False,54.0,5,True,False,4.146230244909843,46.0,0,False,False,0.0
3038,Bridget Jones: The Edge of Reason,R,Comedy,medium,20,very-high,6.0,False,False,high,False,False,43.0,0,False,False,0.0,35.0,4,False,True,4.491522599206349
3039,Mean Creek,R,Crime,medium,20,mid,7.2,False,False,mid,False,True,32.0,0,False,False,0.0,15.0,0,False,False,0.0
3040,Dirty Dancing: Havana Nights,PG-13,Drama,short,20,mid,6.0,False,False,mid,False,False,38.0,0,False,False,0.0,25.0,0,False,False,0.0
3041,D.E.B.S.,PG-13,Action,medium,20,mid,5.3,False,True,low,False,True,33.0,0,False,False,0.0,23.0,0,False,False,0.0
3042,Club Dread,R,Comedy,medium,20,mid,5.7,False,False,low,False,True,36.0,1,False,False,7.727407666666666,36.0,1,False,False,7.727407666666666
3043,Bad Education,Other,Crime,medium,20,high,7.4,True,False,high,False,True,55.0,1,True,False,10.0,26.0,0,False,False,0.0
3044,Soul Plane,R,Comedy,short,20,mid,4.5,False,True,low,False,False,32.0,0,False,False,0.0,35.0,0,False,False,0.0
3045,3-Iron,R,Crime,short,20,high,8.0,True,False,high,False,True,44.0,1,False,False,0.024963,36.0,0,False,False,0.0
3046,Thunderbirds,PG,Action,medium,20,mid,4.3,False,True,low,False,False,52.0,3,True,True,2.226093347057668,49.0,4,True,False,0.9091902827200578
3047,New York Minute,PG,Comedy,medium,20,mid,5.0,False,True,low,False,False,51.0,2,False,False,1.890001395819209,18.0,0,False,False,0.0
3048,Birth,R,Drama,medium,20,mid,6.2,False,False,mid,False,False,39.0,0,False,False,0.0,37.0,6,True,False,3.0713659544871796
3049,Vanity Fair,PG-13,Drama,long,20,mid,6.2,False,False,low,False,False,47.0,1,False,False,1.3696983333333332,28.0,4,False,True,4.192875391666666
3050,Exorcist: the Beginning,R,Horror,medium,20,mid,5.1,False,True,low,False,False,45.0,10,False,True,1.782773931220134,53.0,0,False,False,0.0
3051,A Dirty Shame,Other,Comedy,short,20,mid,5.1,False,True,low,False,False,58.0,5,False,False,1.0532082023776224,45.0,0,False,False,0.0
3052,I Heart Huckabees,R,Comedy,medium,20,high,6.6,False,False,mid,False,False,46.0,3,False,False,3.4452406996825395,24.0,2,True,False,1.1267410555555555
3053,The Door in the Floor,R,Comedy,medium,20,mid,6.7,False,False,low,False,True,36.0,0,False,False,0.0,55.0,16,True,False,1.177450032825903
3054,The Whole Ten Yards,PG-13,Comedy,medium,20,high,5.5,False,False,low,False,False,54.0,6,False,True,1.8588987409259259,49.0,23,True,True,2.374102034782074
3055,Envy,PG-13,Comedy,medium,20,mid,4.8,False,True,low,False,False,62.0,15,True,True,2.924590038535292,39.0,7,False,True,1.9690227730432301
3056,Alfie,R,Comedy,medium,20,high,6.2,False,False,low,False,False,63.0,4,False,True,1.3366727722222225,32.0,3,True,False,1.2688711673450814
3057,Superbabies: Baby Geniuses 2,PG,Comedy,short,20,mid,1.9,False,True,low,False,False,65.0,7,True,True,3.6618023615075397,66.0,4,False,True,1.1191324063398693
3058,Johnson Family Vacation,PG-13,Comedy,medium,20,low,4.5,False,True,mid,False,False,34.0,0,False,False,0.0,40.0,0,False,False,0.0
3059,Spartan,R,Action,medium,20,mid,6.5,False,False,low,False,False,57.0,2,False,False,0.8452163294871795,45.0,13,False,True,1.3526681843364348
3060,Home on the Range,PG,Animation,short,20,mid,5.4,False,True,mid,True,False,46.0,0,False,False,0.0,70.0,1,False,False,2.9370823636363634
3061,Christmas with the Kranks,PG,Comedy,medium,20,mid,5.4,False,True,mid,False,False,56.0,1,False,False,3.006688543478261,51.0,6,False,True,2.726026262200994
3062,Win a Date with Tad Hamilton!,PG-13,Comedy,medium,20,mid,5.6,False,False,low,False,False,31.0,1,False,False,7.8763710555555555,21.0,1,False,False,2.07374716
3063,Night Watch,R,Action,medium,20,high,6.4,False,False,high,False,True,43.0,0,False,False,0.0,32.0,0,False,False,0.0
3064,The Merchant of Venice,R,Drama,long,20,mid,7.0,False,False,low,False,False,58.0,2,True,False,3.9429851886792453,64.0,16,True,True,2.2856947326108714
3065,Ladder 49,PG-13,Action,medium,20,high,6.5,False,False,mid,False,False,44.0,2,False,False,3.6071339166666663,30.0,3,False,False,0.7779574934027776
3066,You Got Served,PG-13,Drama,medium,20,mid,3.9,False,True,high,False,True,38.0,0,False,False,0.0,20.0,0,False,False,0.0
