id,title,age,rating_cat,genre_cat,runtime,popularity,score,budget,budget_efficiency_cat,director_age,director_experience,director_is_acclaimed,director_is_panned,director_efficiency,star_age,star_experience,star_is_acclaimed,star_is_panned,star_efficiency
4233,Rockstar,13,Unrated,Drama,159.0,41000.0,7.7,10920000.0,mid,40.0,0,False,False,0.0,30.0,0,False,False,0.0
4234,"Big Mommas: Like Father, Like Son",13,PG-13,Action,107.0,26000.0,4.4,32000000.0,mid,58.0,4,False,True,1.8185478362866296,55.0,9,False,True,2.288213218745295
4235,The Dilemma,13,PG-13,Comedy,111.0,53000.0,5.3,70000000.0,low,57.0,18,True,False,3.867352014205448,29.0,5,False,True,3.029790258476191
4236,Dolphin Tale,13,PG,Drama,113.0,23000.0,6.8,37000000.0,mid,58.0,1,False,True,7.714833,46.0,10,True,False,3.249765408376394
4237,The Avengers,12,PG-13,Action,143.0,1300000.0,8.0,175000000.0,high,48.0,1,True,False,1.0370545897435897,41.0,12,True,False,2.198322957238276
4238,Django Unchained,12,R,Drama,165.0,1400000.0,8.4,100000000.0,high,49.0,7,True,False,4.553338780165499,74.0,4,True,False,1.321167600770308
4239,The Hobbit: An Unexpected Journey,12,PG-13,Adventure,169.0,773000.0,7.8,175000000.0,high,51.0,8,True,False,4.496969627071369,47.0,1,False,False,2.08956832
4240,The Hunger Games,12,PG-13,Action,142.0,862000.0,7.2,78000000.0,high,56.0,2,True,False,1.2675538212643678,45.0,1,False,False,6.898417
4241,The Dark Knight Rises,12,PG-13,Action,164.0,1600000.0,8.4,175000000.0,high,42.0,7,True,False,4.459237813302647,41.0,14,True,False,1.9424774602254309
4242,Pitch Perfect,12,PG-13,Comedy,112.0,285000.0,7.1,17000000.0,high,42.0,0,False,False,0.0,22.0,0,False,False,0.0
4243,This Is 40,12,R,Comedy,134.0,132000.0,6.2,35000000.0,mid,45.0,3,False,False,5.035824203418803,38.0,4,False,False,2.743990161607143
4244,The Hunt,12,R,Drama,115.0,297000.0,8.3,3800000.0,high,43.0,1,True,False,1.2752138461538465,27.0,0,False,False,0.0
4245,Prometheus,12,R,Adventure,124.0,578000.0,7.0,130000000.0,high,75.0,17,True,False,1.8891541079402032,43.0,0,False,False,0.0
4246,Moonrise Kingdom,12,PG-13,Comedy,94.0,327000.0,7.8,16000000.0,high,43.0,6,True,False,1.5762882218716934,47.0,0,False,False,0.0
4247,The Impossible,12,PG-13,Drama,114.0,208000.0,7.6,45000000.0,high,37.0,0,False,False,0.0,33.0,7,True,True,2.304080298151614
4248,Argo,12,R,Biography,120.0,585000.0,7.7,44500000.0,high,40.0,2,True,False,2.9922880334281654,14.0,14,True,True,2.489252304476984
4249,The Twilight Saga: Breaking Dawn - Part 2,12,PG-13,Adventure,115.0,236000.0,5.5,120000000.0,high,57.0,6,True,True,2.2332424683621936,44.0,6,False,True,6.392567604040404
4250,Jack Reacher,12,PG-13,Action,130.0,317000.0,7.0,60000000.0,high,44.0,1,False,False,1.5530555294117647,40.0,26,True,True,4.271871741906473
4251,Zero Dark Thirty,12,R,Drama,157.0,280000.0,7.4,40000000.0,high,61.0,6,True,False,1.384182029345238,22.0,0,False,False,0.0
4252,Cloud Atlas,12,R,Action,172.0,349000.0,7.4,102000000.0,mid,47.0,3,True,False,1.2806137533333333,50.0,30,True,False,4.859104199144979
4253,Skyfall,12,PG-13,Action,143.0,642000.0,7.7,175000000.0,high,47.0,5,True,False,3.3419784912651727,35.0,6,True,False,2.256311236689287
4254,The Perks of Being a Wallflower,12,PG-13,Drama,103.0,475000.0,7.9,13000000.0,mid,42.0,0,False,False,0.0,56.0,3,False,False,1.565391378011696
4255,The Amazing Spider-Man,12,PG-13,Action,136.0,571000.0,6.9,175000000.0,high,38.0,1,True,False,8.106725866666666,44.0,0,False,False,0.0
4256,Les Misérables,12,PG-13,Drama,158.0,315000.0,7.6,61000000.0,high,40.0,2,True,False,5.2045689,20.0,6,False,False,1.57862002997643
4257,Silver Linings Playbook,12,R,Comedy,122.0,675000.0,7.7,21000000.0,high,54.0,5,True,False,3.301620461809524,29.0,2,True,False,6.66448903587963
4258,Snow White and the Huntsman,12,PG-13,Action,127.0,278000.0,6.1,170000000.0,mid,41.0,0,False,False,0.0,44.0,6,False,True,6.392567604040404
4259,The Master,12,R,Drama,138.0,160000.0,7.2,32000000.0,low,42.0,5,True,False,1.6582916405045045,37.0,5,True,False,1.9049636323492067
4260,Looper,12,R,Action,113.0,545000.0,7.4,30000000.0,high,39.0,2,False,False,4.293615415789473,22.0,5,True,False,2.9267751895300758
4261,Killing Them Softly,12,R,Crime,97.0,137000.0,6.2,15000000.0,mid,45.0,1,True,False,0.5000592,45.0,18,True,False,2.611796070059172
4262,Flight,12,R,Drama,138.0,334000.0,7.3,31000000.0,high,60.0,13,True,False,5.013791598813963,31.0,25,True,False,1.85345959372414
4263,21 Jump Street,12,R,Action,109.0,521000.0,7.2,42000000.0,high,37.0,1,False,False,2.43006126,49.0,2,False,False,1.8453469475
4264,Ted,12,R,Comedy,106.0,580000.0,6.9,50000000.0,high,39.0,0,False,False,0.0,58.0,11,True,True,2.281257105013999
4265,Sinister,12,R,Horror,110.0,229000.0,6.8,3000000.0,high,46.0,2,False,False,5.277015671381579,29.0,13,True,False,2.0075493691010378
4266,This Means War,12,PG-13,Action,103.0,179000.0,6.3,65000000.0,mid,44.0,4,False,True,1.947897157180078,41.0,10,False,True,2.5012350970297232
4267,That's My Boy,12,R,Comedy,116.0,94000.0,5.5,70000000.0,low,43.0,1,False,False,0.9871545263157896,42.0,21,True,True,2.8309963053985383
4268,Lincoln,12,PG-13,Biography,150.0,250000.0,7.3,65000000.0,high,66.0,22,True,False,5.594658961099222,36.0,8,True,False,1.639131394676659
4269,Brave,12,PG,Animation,93.0,383000.0,7.1,175000000.0,high,44.0,0,False,False,0.0,46.0,0,False,False,0.0
4270,The Place Beyond the Pines,12,R,Crime,140.0,253000.0,7.3,15000000.0,high,38.0,1,False,False,10.0,55.0,5,True,False,4.723532929999999
4271,Dredd,12,R,Action,95.0,260000.0,7.1,50000000.0,low,49.0,1,False,False,3.80099705,36.0,2,False,True,0.8282074694444445
4272,Dark Shadows,12,PG-13,Comedy,113.0,252000.0,6.2,150000000.0,mid,54.0,14,True,False,3.834049915759637,32.0,25,True,False,2.438984983611878
4273,John Carter,12,PG-13,Action,132.0,260000.0,6.6,175000000.0,mid,47.0,2,True,False,6.489462542857143,40.0,0,False,False,0.0
4274,Battleship,12,PG-13,Action,131.0,240000.0,5.8,175000000.0,mid,48.0,5,False,False,1.7574242963809523,49.0,0,False,False,0.0
4275,Magic Mike,12,R,Comedy,110.0,134000.0,6.1,7000000.0,high,49.0,19,True,True,2.288062609160183,31.0,3,False,False,5.2118175
4276,Hotel Transylvania,12,PG,Animation,91.0,232000.0,7.1,85000000.0,high,42.0,0,False,False,0.0,36.0,21,True,True,2.8309963053985383
4277,Lawless,12,R,Crime,116.0,232000.0,7.3,26000000.0,mid,51.0,2,False,False,0.6790089049999999,32.0,2,True,False,5.380763604347826
4278,Spring Breakers,12,R,Crime,94.0,138000.0,5.3,5000000.0,high,39.0,1,False,False,0.0898453846153846,46.0,0,False,False,0.0
4279,Underworld: Awakening,12,R,Action,88.0,148000.0,6.3,70000000.0,mid,43.0,0,False,False,0.0,35.0,5,False,False,1.7989177846060211
4280,Piranha 3DD,12,R,Comedy,83.0,41000.0,3.7,5000000.0,mid,55.0,1,False,False,0.2247296875,24.0,0,False,False,0.0
4281,Safe House,12,R,Action,115.0,211000.0,6.7,85000000.0,mid,35.0,0,False,False,0.0,39.0,25,True,False,1.85345959372414
4282,Seeking a Friend for the End of the World,12,R,Adventure,101.0,109000.0,6.7,10000000.0,mid,34.0,0,False,False,0.0,25.0,9,True,True,4.24900602204268
4283,The Bourne Legacy,12,PG-13,Action,135.0,290000.0,6.6,125000000.0,mid,56.0,2,False,False,2.511304875,58.0,3,True,False,2.732198311111111
4284,Abraham Lincoln: Vampire Hunter,12,R,Action,105.0,151000.0,5.9,69000000.0,mid,51.0,2,False,False,7.283087086666667,50.0,0,False,False,0.0
4285,Wreck-It Ralph,12,PG,Animation,101.0,390000.0,7.7,165000000.0,mid,49.0,0,False,False,0.0,41.0,2,False,False,1.0035080428571428
4286,Total Recall,12,PG-13,Action,118.0,244000.0,6.2,125000000.0,mid,39.0,3,False,False,3.369535226060606,30.0,9,True,False,1.6247335897934947
4287,Project X,12,R,Comedy,88.0,193000.0,6.6,12000000.0,high,35.0,0,False,False,0.0,47.0,0,False,False,0.0
4288,American Reunion,12,R,Comedy,113.0,206000.0,6.7,50000000.0,high,35.0,1,False,False,3.624657333333333,36.0,5,False,True,5.184488117575758
4289,Savages,12,R,Crime,131.0,126000.0,6.5,45000000.0,mid,66.0,15,True,False,2.711092468934969,21.0,1,True,False,3.206296766666666
4290,Life of Pi,12,PG,Adventure,127.0,594000.0,7.9,120000000.0,high,58.0,8,True,False,5.258918936830367,34.0,0,False,False,0.0
4291,Anna Karenina,12,R,Drama,129.0,95000.0,6.6,40600000.0,mid,40.0,4,True,False,2.8689054232142857,22.0,4,True,False,2.457891988214286
4292,Resident Evil: Retribution,12,R,Action,95.0,136000.0,5.4,65000000.0,high,47.0,8,False,False,2.7513754163257573,19.0,8,False,True,2.814593568185001
4293,Men in Black 3,12,PG-13,Action,106.0,342000.0,6.8,175000000.0,high,59.0,9,False,True,2.7331699894007,27.0,15,True,True,3.700118858887053
4294,Journey 2: The Mysterious Island,12,PG,Action,94.0,96000.0,5.8,79000000.0,high,34.0,0,False,False,0.0,37.0,2,False,False,4.547286815837104
4295,Seven Psychopaths,12,R,Comedy,110.0,246000.0,7.2,15000000.0,mid,42.0,1,True,False,2.2723832666666666,44.0,9,True,False,1.6247335897934947
4296,Rock of Ages,12,PG-13,Comedy,123.0,75000.0,5.9,75000000.0,low,48.0,7,False,True,3.259234344448497,20.0,0,False,False,0.0
4297,The Dictator,12,R,Comedy,83.0,286000.0,6.4,65000000.0,mid,56.0,2,False,False,6.652450369047619,36.0,2,False,False,6.652450369047619
4298,The Watch,12,R,Comedy,102.0,123000.0,5.7,68000000.0,mid,35.0,0,False,False,0.0,24.0,18,False,True,3.0866902328861148
4299,The Expendables 2,12,R,Action,103.0,296000.0,6.6,100000000.0,high,51.0,5,False,True,2.66509321620061,41.0,27,True,True,2.9092575302910832
4300,Safety Not Guaranteed,12,R,Comedy,86.0,122000.0,7.0,750000.0,high,36.0,0,False,False,0.0,47.0,0,False,False,0.0
4301,Chronicle,12,PG-13,Adventure,84.0,243000.0,7.0,12000000.0,high,28.0,0,False,False,0.0,66.0,0,False,False,0.0
4302,Red Dawn,12,PG-13,Action,93.0,74000.0,5.4,65000000.0,low,45.0,0,False,False,0.0,28.0,1,False,False,2.995510786666667
4303,End of Watch,12,R,Action,109.0,233000.0,7.6,7000000.0,high,44.0,2,False,False,3.154336075,26.0,11,True,False,2.5174395504055664
4304,Wrath of the Titans,12,PG-13,Action,99.0,184000.0,5.7,150000000.0,mid,36.0,3,False,True,3.526135260930736,29.0,2,True,False,6.972859972
4305,Mud,12,PG-13,Drama,130.0,172000.0,7.4,10000000.0,high,34.0,1,True,False,0.7482196,32.0,14,True,True,1.4317122342853008
4306,The Lorax,12,PG,Animation,86.0,102000.0,6.4,70000000.0,high,46.0,0,False,False,0.0,36.0,3,False,True,5.970362424242424
4307,Man on a Ledge,12,PG-13,Action,102.0,147000.0,6.6,42000000.0,mid,42.0,0,False,False,0.0,43.0,2,True,False,6.972859972
4308,Diary of a Wimpy Kid: Dog Days,12,PG,Animation,94.0,23000.0,6.3,22000000.0,high,42.0,3,False,False,1.7546109704321031,25.0,2,False,False,4.266717838095238
4309,The Lucky One,12,PG-13,Drama,101.0,103000.0,6.5,25000000.0,high,59.0,4,True,False,2.8771070238898195,36.0,3,False,True,5.970362424242424
4310,Rise of the Guardians,12,PG,Animation,97.0,161000.0,7.3,145000000.0,mid,50.0,0,False,False,0.0,14.0,6,False,False,1.57862002997643
4311,The Iceman,12,R,Biography,106.0,72000.0,6.8,10000000.0,low,39.0,0,False,False,0.0,25.0,1,True,False,0.7482196
4312,Maniac,12,Unrated,Horror,89.0,36000.0,6.1,6000000.0,low,44.0,1,False,False,0.97078,44.0,9,True,True,4.521314467177218
4313,Madagascar 3: Europe's Most Wanted,12,PG,Animation,93.0,168000.0,6.8,145000000.0,high,51.0,3,False,False,4.296436492698413,38.0,18,False,True,3.0866902328861148
4314,The Five-Year Engagement,12,R,Comedy,124.0,96000.0,6.2,30000000.0,mid,36.0,2,False,False,2.910390804166666,31.0,0,False,False,0.0
4315,House at the End of the Street,12,PG-13,Drama,101.0,74000.0,5.6,10000000.0,high,38.0,0,False,False,0.0,47.0,1,False,False,6.898417
4316,The Sessions,12,R,Biography,95.0,42000.0,7.2,1000000.0,high,66.0,0,False,False,0.0,32.0,1,False,False,10.0
4317,The Woman in Black,12,PG-13,Drama,95.0,177000.0,6.4,17000000.0,high,34.0,0,False,False,0.0,22.0,7,True,False,7.226294553398221
4318,The Three Stooges,12,PG,Comedy,92.0,30000.0,5.1,30000000.0,mid,54.0,9,False,False,2.777540410138421,53.0,0,False,False,0.0
4319,Think Like a Man,12,PG-13,Comedy,122.0,45000.0,6.5,12000000.0,high,42.0,4,False,True,3.7324904566666666,23.0,1,False,False,2.5064181875
4320,The Vow,12,PG-13,Drama,104.0,187000.0,6.8,30000000.0,high,39.0,0,False,False,0.0,42.0,2,False,False,2.60163145
4321,Taken 2,12,PG-13,Action,92.0,294000.0,6.3,45000000.0,high,47.0,2,False,False,2.7101813166666666,23.0,12,True,True,3.125233249127886
4322,Compliance,12,R,Crime,90.0,33000.0,6.4,270000.0,mid,37.0,0,False,False,0.0,34.0,0,False,False,0.0
4323,The Company You Keep,12,R,Drama,125.0,32000.0,6.4,2000000.0,high,76.0,8,True,False,2.53272109502422,60.0,10,True,False,2.641933135130217
4324,Hit and Run,12,R,Action,100.0,35000.0,6.1,2000000.0,high,28.0,0,False,False,0.0,56.0,0,False,False,0.0
4325,Act of Valor,12,R,Action,110.0,67000.0,6.5,12000000.0,high,43.0,0,False,False,0.0,76.0,0,False,False,0.0
4326,Passion,12,R,Adventure,102.0,22000.0,5.3,20000000.0,low,72.0,16,True,False,1.8163083274635257,37.0,2,False,False,2.60163145
4327,On the Road,12,R,Adventure,124.0,40000.0,6.1,25000000.0,low,56.0,2,True,False,2.1687799948275863,50.0,0,False,False,0.0
4328,Bullet to the Head,12,R,Action,92.0,48000.0,5.7,45000000.0,low,70.0,14,False,True,1.4495369145239143,34.0,27,True,True,2.9092575302910832
4329,LOL,12,PG-13,Comedy,97.0,54000.0,4.4,11000000.0,low,47.0,0,False,False,0.0,32.0,2,False,True,4.820847491666667
4330,The First Time,12,PG-13,Comedy,95.0,68000.0,6.8,2000000.0,low,33.0,1,False,False,1.7562071,66.0,0,False,False,0.0
4331,Ice Age: Continental Drift,12,PG,Animation,88.0,197000.0,6.5,95000000.0,high,53.0,0,False,False,0.0,20.0,3,False,False,6.06818984366097
4332,No One Lives,12,R,Horror,86.0,20000.0,6.0,2900000.0,low,43.0,1,False,False,0.2356208666666666,21.0,0,False,False,0.0
4333,Mirror Mirror,12,PG,Adventure,106.0,85000.0,5.6,85000000.0,mid,51.0,3,True,False,2.101313353333333,55.0,0,False,False,0.0
4334,About Cherry,12,R,Drama,98.0,10000.0,4.8,2500000.0,low,41.0,0,False,False,0.0,33.0,0,False,False,0.0
4335,Hitchcock,12,PG-13,Biography,98.0,73000.0,6.8,15700000.0,mid,46.0,0,False,False,0.0,23.0,15,True,False,1.238354556653127
4336,The Lords of Salem,12,R,Horror,101.0,28000.0,5.2,1500000.0,mid,47.0,4,False,True,3.345590392857143,24.0,0,False,False,0.0
4337,Step Up Revolution,12,PG-13,Drama,99.0,55000.0,6.4,33000000.0,high,30.0,0,False,False,0.0,75.0,0,False,False,0.0
4338,Ruby Sparks,12,R,Comedy,104.0,97000.0,7.2,8000000.0,mid,55.0,1,True,False,10.0,42.0,0,False,False,0.0
4339,The Paperboy,12,R,Crime,107.0,37000.0,5.8,12500000.0,low,53.0,1,False,False,6.3649529,22.0,14,True,True,1.4317122342853008
4340,The Possession,12,PG-13,Horror,92.0,58000.0,5.9,14000000.0,high,53.0,0,False,False,0.0,28.0,0,False,False,0.0
4341,Silent Hill: Revelation,12,R,Action,95.0,61000.0,5.0,20000000.0,mid,44.0,0,False,False,0.0,43.0,0,False,False,0.0
4342,Safe,12,R,Action,94.0,106000.0,6.5,30000000.0,mid,47.0,3,True,False,3.0342235428571427,13.0,10,False,True,2.168224281855159
4343,The Brass Teapot,12,R,Comedy,101.0,15000.0,6.4,900000.0,low,34.0,0,False,False,0.0,23.0,1,False,False,0.03587125
4344,Alex Cross,12,PG-13,Action,101.0,33000.0,5.2,35000000.0,low,63.0,8,False,True,2.8486396756451566,45.0,2,False,True,6.8620962
4345,Amour,12,PG-13,Drama,127.0,95000.0,7.9,8900000.0,high,70.0,2,True,False,0.8012865944444445,23.0,0,False,False,0.0
4346,What to Expect When You're Expecting,12,PG-13,Comedy,110.0,71000.0,5.7,40000000.0,mid,48.0,3,True,False,5.23803376,43.0,8,True,True,4.423165747205552
4347,Trouble with the Curve,12,PG-13,Drama,111.0,61000.0,6.8,30000000.0,mid,47.0,0,False,False,0.0,82.0,20,True,True,3.248782666663079
4348,Here Comes the Boom,12,PG,Action,105.0,87000.0,6.4,42000000.0,mid,46.0,5,False,True,4.126742124430171,40.0,3,False,True,3.821445811821267
4349,The Collection,12,R,Horror,82.0,47000.0,6.1,7500000.0,mid,37.0,1,False,False,1.7057458333333333,82.0,1,False,False,1.7057458333333333
4350,ParaNorman,12,PG,Animation,92.0,96000.0,7.0,60000000.0,mid,38.0,0,False,False,0.0,47.0,1,False,False,1.3546796
4351,Contraband,12,R,Action,109.0,119000.0,6.4,25000000.0,high,46.0,0,False,False,0.0,35.0,11,True,True,2.281257105013999
4352,Arbitrage,12,R,Drama,107.0,51000.0,6.6,12000000.0,mid,33.0,0,False,False,0.0,16.0,21,True,True,2.3584253368792605
4353,The Man with the Iron Fists,12,R,Action,95.0,61000.0,5.4,15000000.0,mid,43.0,0,False,False,0.0,41.0,10,True,False,2.0178984732585863
4354,Cosmopolis,12,R,Crime,109.0,45000.0,5.1,20500000.0,low,69.0,9,True,False,1.1383031807234705,63.0,2,False,False,3.291750175986842
4355,The Campaign,12,R,Comedy,85.0,126000.0,6.1,95000000.0,mid,55.0,7,False,False,4.62686674300727,48.0,13,True,True,2.1191912506839503
4356,Frankenweenie,12,PG,Animation,87.0,101000.0,6.9,39000000.0,mid,54.0,14,True,False,3.834049915759637,26.0,6,True,True,1.6370385400189786
4357,The Guilt Trip,12,PG-13,Comedy,95.0,36000.0,5.7,40000000.0,mid,46.0,3,False,False,7.624233102777778,45.0,4,False,False,2.015170550357143
4358,Stand Up Guys,12,R,Comedy,95.0,54000.0,6.5,15000000.0,low,49.0,0,False,False,0.0,41.0,18,True,True,2.132013034542997
4359,Deadfall,12,R,Crime,95.0,39000.0,6.3,12000000.0,low,51.0,0,False,False,0.0,70.0,3,True,False,2.086716867442938
4360,The Words,12,PG-13,Drama,102.0,76000.0,7.0,6000000.0,mid,37.0,0,False,False,0.0,72.0,2,True,False,6.66448903587963
4361,Universal Soldier: Day of Reckoning,12,R,Action,114.0,20000.0,5.0,10000000.0,low,46.0,0,False,False,0.0,44.0,17,False,True,3.478974091379992
4362,Promised Land,12,R,Drama,106.0,37000.0,6.6,15000000.0,low,60.0,10,True,True,2.4350828498366552,37.0,17,True,False,1.9203525642485288
4363,Beasts of the Southern Wild,12,PG-13,Adventure,93.0,82000.0,7.3,1800000.0,high,30.0,0,False,False,0.0,52.0,0,False,False,0.0
4364,Red Tails,12,PG-13,Action,125.0,34000.0,5.9,58000000.0,low,35.0,0,False,False,0.0,42.0,6,True,True,3.0526439988598213
4365,The Cold Light of Day,12,PG-13,Action,93.0,36000.0,4.9,20000000.0,low,36.0,0,False,False,0.0,9.0,1,False,False,3.025386893333333
4366,The Apparition,12,PG-13,Horror,82.0,19000.0,4.1,17000000.0,low,36.0,0,False,False,0.0,44.0,0,False,False,0.0
4367,Lockout,12,PG-13,Action,95.0,96000.0,6.1,20000000.0,mid,43.0,0,False,False,0.0,29.0,3,True,False,2.0560523722222226
4368,Chasing Mavericks,12,PG,Biography,116.0,31000.0,7.1,20000000.0,low,71.0,11,False,True,1.875408220885663,25.0,0,False,False,0.0
4369,One for the Money,12,PG-13,Action,91.0,41000.0,5.3,40000000.0,low,39.0,1,False,False,4.45685235,45.0,4,False,False,4.494615187631579
4370,Bachelorette,12,R,Comedy,87.0,46000.0,5.3,3000000.0,high,32.0,0,False,False,0.0,24.0,10,False,False,1.9541425486639172
4371,Lay the Favorite,12,R,Comedy,94.0,11000.0,4.8,26350000.0,low,71.0,6,True,False,1.0955000161197008,34.0,1,False,False,6.219954838709677
4372,Parental Guidance,12,PG,Comedy,105.0,25000.0,6.0,25000000.0,high,49.0,4,False,False,3.2052549774475523,30.0,6,True,False,3.205055966623444
4373,The Raven,12,R,Crime,110.0,83000.0,6.4,26000000.0,mid,45.0,2,True,False,1.9969700277777775,30.0,18,True,False,1.7928731021999604
4374,Liberal Arts,12,PG-13,Comedy,97.0,37000.0,6.7,2000000.0,low,38.0,0,False,False,0.0,64.0,0,False,False,0.0
4375,Stolen,12,R,Action,96.0,44000.0,5.5,35000000.0,low,51.0,5,False,True,2.66509321620061,46.0,35,True,True,2.1926620648274757
4376,Kon-Tiki,12,PG-13,Adventure,118.0,47000.0,7.2,16600000.0,mid,40.0,0,False,False,0.0,38.0,0,False,False,0.0
4377,Paranormal Activity 4,12,R,Horror,88.0,63000.0,4.6,5000000.0,high,30.0,0,False,False,0.0,48.0,0,False,False,0.0
4378,Quartet,12,PG-13,Comedy,98.0,19000.0,6.8,11000000.0,high,75.0,0,False,False,0.0,32.0,3,False,False,4.2153234469696965
4379,Playing for Keeps,12,PG-13,Comedy,105.0,29000.0,5.7,35000000.0,low,45.0,2,True,False,4.3352414,48.0,7,True,True,2.144837537881272
4380,Upside Down,12,PG-13,Drama,109.0,70000.0,6.4,60000000.0,low,46.0,0,False,False,0.0,78.0,3,False,False,2.3742036123015877
4381,The Odd Life of Timothy Green,12,PG,Comedy,105.0,46000.0,6.6,25000000.0,mid,50.0,2,False,False,6.3694861,43.0,3,False,True,1.5262980230882042
4382,Premium Rush,12,PG-13,Action,91.0,111000.0,6.5,35000000.0,low,49.0,3,False,False,1.8130822416666668,34.0,5,True,False,2.9267751895300758
4383,Not Fade Away,12,R,Drama,112.0,4400.0,6.0,20000000.0,low,67.0,0,False,False,0.0,40.0,0,False,False,0.0
4384,Disconnect,12,R,Drama,115.0,74000.0,7.5,10000000.0,low,36.0,0,False,False,0.0,31.0,4,False,True,2.8580057209935896
4385,The Pirates! Band of Misfits,12,PG,Animation,88.0,46000.0,6.7,55000000.0,mid,59.0,1,False,False,4.996323644444445,29.0,11,True,True,3.286173089841208
4386,Chernobyl Diaries,12,R,Horror,86.0,65000.0,5.0,1000000.0,high,32.0,0,False,False,0.0,43.0,0,False,False,0.0
4387,Talaash,12,Unrated,Crime,140.0,40000.0,7.2,7395080.0,low,40.0,0,False,False,0.0,52.0,0,False,False,0.0
4388,Hope Springs,12,PG-13,Comedy,100.0,42000.0,6.3,30000000.0,high,53.0,3,False,False,4.598781087708091,25.0,18,True,False,2.94464820711693
4389,People Like Us,12,PG-13,Comedy,114.0,42000.0,7.1,16000000.0,low,39.0,0,False,False,0.0,47.0,2,True,False,1.7485784866666667
4390,Vamps,12,PG-13,Comedy,92.0,9700.0,5.2,16000000.0,low,58.0,5,False,True,4.9127948403921575,63.0,2,False,True,2.7225360833333334
4391,A Thousand Words,12,PG-13,Comedy,91.0,41000.0,5.9,40000000.0,low,49.0,7,False,True,1.6738433348214286,32.0,25,True,True,3.065452943496932
4392,Escape from Planet Earth,12,PG,Animation,89.0,25000.0,5.9,40000000.0,mid,34.0,0,False,False,0.0,36.0,14,False,True,1.9480304491524647
4393,"For a Good Time, Call...",12,R,Comedy,85.0,16000.0,6.0,850000.0,mid,33.0,0,False,False,0.0,51.0,0,False,False,0.0
4394,Big Miracle,12,PG,Biography,107.0,19000.0,6.5,40000000.0,low,55.0,5,False,True,1.7959951901904765,44.0,12,False,True,2.0486131523103634
4395,What Maisie Knew,12,R,Drama,99.0,27000.0,7.4,6000000.0,low,50.0,1,False,False,3.343843,29.0,7,True,False,1.210285915172472
4396,The Devil Inside,12,R,Horror,83.0,35000.0,4.2,1000000.0,high,42.0,1,False,True,3.899813571428572,37.0,0,False,False,0.0
4397,Cocktail,12,Unrated,Comedy,146.0,14000.0,6.3,7980000.0,low,40.0,0,False,False,0.0,52.0,0,False,False,0.0
4398,Fun Size,12,PG-13,Adventure,86.0,14000.0,5.4,14000000.0,low,36.0,0,False,False,0.0,28.0,0,False,False,0.0
4399,Robot & Frank,12,PG-13,Comedy,89.0,63000.0,7.1,2500000.0,mid,31.0,0,False,False,0.0,42.0,0,False,False,0.0
4400,The Wolf of Wall Street,11,R,Biography,180.0,1200000.0,8.2,100000000.0,high,71.0,16,True,False,1.9787577351087489,19.0,16,True,False,3.7580343051230103
4401,Iron Man 3,11,PG-13,Action,130.0,779000.0,7.1,175000000.0,high,52.0,1,True,False,1.0523432,41.0,13,True,False,2.696832406681485
4402,The Conjuring,11,R,Horror,112.0,464000.0,7.5,20000000.0,high,36.0,4,True,False,5.491956325,39.0,2,False,False,8.69589947368421
4403,Prisoners,11,R,Crime,153.0,625000.0,8.1,46000000.0,mid,46.0,1,True,False,1.0440585294117648,48.0,8,True,False,2.3539177997576197
4404,Thor: The Dark World,11,PG-13,Action,112.0,618000.0,6.8,170000000.0,high,54.0,0,False,False,0.0,40.0,2,False,True,1.8896807471794872
4405,The Purge,11,R,Horror,85.0,209000.0,5.7,3000000.0,high,44.0,0,False,False,0.0,45.0,14,True,False,2.578438699879535
4406,Grown Ups 2,11,PG-13,Comedy,101.0,144000.0,5.4,80000000.0,high,67.0,11,False,True,3.170545783874475,30.0,23,True,True,2.8039854108479894
4407,Fast & Furious 6,11,PG-13,Action,130.0,377000.0,7.0,160000000.0,high,42.0,4,False,False,5.279720879411764,43.0,9,False,False,2.864832160584593
4408,Gravity,11,PG-13,Drama,91.0,784000.0,7.7,100000000.0,high,52.0,5,True,False,3.9742690581452726,47.0,15,False,True,3.4056177248699004
4409,About Time,11,R,Comedy,123.0,317000.0,7.8,12000000.0,high,57.0,2,True,False,3.4285274275,46.0,0,False,False,0.0
4410,The Hobbit: The Desolation of Smaug,11,PG-13,Adventure,161.0,615000.0,7.8,175000000.0,high,52.0,9,True,False,4.643022886285661,49.0,2,True,False,0.6391240071428572
4411,Man of Steel,11,PG-13,Action,143.0,721000.0,7.0,175000000.0,high,47.0,5,True,False,3.0444399389774857,30.0,2,False,True,1.9342830216666669
4412,Under the Skin,11,R,Drama,108.0,134000.0,6.3,13300000.0,low,48.0,1,False,False,1.1962746,74.0,7,True,False,2.241434682886045
4413,Only Lovers Left Alive,11,R,Comedy,123.0,94000.0,7.3,7000000.0,mid,60.0,6,True,False,2.8909753481962484,30.0,4,True,False,2.566126592857143
4414,Her,11,R,Drama,126.0,559000.0,8.0,23000000.0,mid,44.0,3,True,False,1.5017408697975707,29.0,8,True,False,1.9100269760047055
4415,Snowpiercer,11,R,Action,126.0,335000.0,7.1,39200000.0,mid,44.0,2,True,False,1.927956592857143,53.0,1,False,False,2.646926957142857
4416,We're the Millers,11,R,Comedy,110.0,415000.0,7.0,37000000.0,high,38.0,1,False,False,8.42116135,39.0,0,False,False,0.0
