actor,primaryName,birthYear,deathYear,knownForTitle,profession_1,profession_2
Radha Mitchell,Radha Mitchell,1973.0,0.0,Pitch Black,actress,producer
Emily Perkins,Emily Perkins,1977.0,0.0,Ginger Snaps,actress,archive_footage
Emily Perkins,Emily Perkins,1970.0,0.0,Shark in the Park,actress,
David Arquette,David Arquette,1971.0,0.0,Scream 3,producer,actor
Fred Willard,Fred Willard,1933.0,2020.0,Best in Show,actor,writer
Jamie Bell,Jamie Bell,1986.0,0.0,Billy Elliot,actor,producer
Emilio Echevarría,,,,,,
Björk,Björk,1965.0,0.0,Dancer in the Dark,music_artist,composer
Giovanni Ribisi,Giovanni Ribisi,1974.0,0.0,Boiler Room,actor,producer
Natalie Portman,Natalie Portman,1981.0,0.0,Black Swan,actress,producer
Sanaa Lathan,Sanaa Lathan,1971.0,0.0,Alien vs. Predator,actress,producer
Jonathan Lipnicki,Jonathan Lipnicki,1990.0,0.0,The Resident,actor,producer
Mark Addy,Mark Addy,1964.0,0.0,The Full Monty,actor,soundtrack
Gerard Butler,Gerard Butler,1969.0,0.0,300,actor,producer
Joshua Jackson,Joshua Jackson,1978.0,0.0,The Affair,actor,producer
Jet Li,Jet Li,1963.0,0.0,Fearless,actor,producer
Amanda Schull,Amanda Schull,1978.0,0.0,12 Monkeys,actress,archive_footage
Jeffrey Donovan,Jeffrey Donovan,1968.0,0.0,Burn Notice,actor,producer
Jean Reno,Jean Reno,1948.0,0.0,Léon: The Professional,actor,archive_footage
Jean Reno,Jean Reno,1908.0,1985.0,The Hunted Men,actress,
John Malkovich,John Malkovich,1953.0,0.0,Being John Malkovich,actor,producer
Colin Farrell,Colin Farrell,1976.0,0.0,The Lobster,actor,producer
Colin Farrell,Colin Farrell,1938.0,0.0,A Bridge Too Far,actor,composer
Shane West,Shane West,1978.0,0.0,A Walk to Remember,actor,producer
Mike White,Mike White,1970.0,0.0,School of Rock,writer,producer
Mike White,Mike White,1936.0,0.0,Jerry Maguire,actor,
Mike White,Mike White,1961.0,0.0,The Fast and the Furious,actor,miscellaneous
Kirk Cameron,Kirk Cameron,1970.0,0.0,Growing Pains,actor,writer
Lauren Ambrose,Lauren Ambrose,1978.0,0.0,Six Feet Under,actress,producer
Jamie Foxx,Jamie Foxx,1967.0,0.0,Collateral,actor,producer
Brenda Blethyn,Brenda Blethyn,1946.0,0.0,Pride & Prejudice,actress,writer
Jung Suh,Jung Suh,1972.0,0.0,The Isle,actress,miscellaneous
Jennifer Morrison,Jennifer Morrison,1979.0,0.0,House,actress,producer
Penélope Cruz,Penélope Cruz,1974.0,0.0,Vicky Cristina Barcelona,actress,producer
Tim Meadows,Tim Meadows,1961.0,0.0,Mean Girls,actor,writer
Joan Allen,Joan Allen,1956.0,0.0,Room,actress,producer
Ricardo Darín,Ricardo Darín,1957.0,0.0,Nine Queens,actor,producer
Timothy Olyphant,Timothy Olyphant,1968.0,0.0,Justified,actor,producer
Lori Heuring,Lori Heuring,1973.0,0.0,Mulholland Drive,actress,
Michelle Rodriguez,Michelle Rodriguez,1978.0,0.0,Furious 7,actress,producer
Frankie Muniz,Frankie Muniz,1985.0,0.0,Agent Cody Banks,actor,producer
Huey Lewis,Huey Lewis,1950.0,0.0,Back to the Future,actor,composer
Christine Cavanaugh,Christine Cavanaugh,1963.0,2014.0,Dexter's Laboratory,actress,soundtrack
Takeshi Kitano,Takeshi Kitano,1947.0,0.0,The Blind Swordsman: Zatoichi,actor,writer
Minnie Driver,Minnie Driver,1970.0,0.0,Circle of Friends,actress,producer
Chris Klein,Chris Klein,1979.0,0.0,American Pie,actor,producer
Chris Klein,Chris Klein,1959.0,0.0,The Day After Tomorrow,art_department,
Jim Cummings,Jim Cummings,1952.0,0.0,Winnie the Pooh,actor,soundtrack
Garry Shandling,Garry Shandling,1949.0,2016.0,The Larry Sanders Show,writer,actor
Heather Graham,Heather Graham,1970.0,0.0,Austin Powers: The Spy Who Shagged Me,actress,producer
Lara Jill Miller,Lara Jill Miller,1967.0,0.0,Gimme a Break!,actress,miscellaneous
Daniel Radcliffe,Daniel Radcliffe,1989.0,0.0,Harry Potter and the Order of the Phoenix,actor,producer
Vin Diesel,Vin Diesel,1967.0,0.0,Guardians of the Galaxy,producer,actor
Naomi Watts,Naomi Watts,1968.0,0.0,Mulholland Drive,actress,producer
Daveigh Chase,Daveigh Chase,1990.0,0.0,Lilo & Stitch,actress,soundtrack
Chyler Leigh,Chyler Leigh,1982.0,0.0,Not Another Teen Movie,actress,producer
Josh Hartnett,Josh Hartnett,1978.0,0.0,Lucky Number Slevin,actor,producer
Audrey Tautou,Audrey Tautou,1976.0,0.0,Amélie,actress,make_up_department
Haley Joel Osment,Haley Joel Osment,1988.0,0.0,The Sixth Sense,actor,producer
Jay Chandrasekhar,Jay Chandrasekhar,1968.0,0.0,Super Troopers,director,actor
Janeane Garofalo,Janeane Garofalo,1964.0,0.0,Mystery Men,actress,writer
Jack Black,Jack Black,1969.0,0.0,School of Rock,actor,producer
Gina Philips,Gina Philips,1970.0,0.0,Jeepers Creepers,actress,producer
Alexa PenaVega,Alexa PenaVega,1988.0,0.0,Spy Kids 2: Island of Lost Dreams,actress,music_department
Angelina Jolie,Angelina Jolie,1975.0,0.0,Maleficent,actress,producer
Julia Stiles,Julia Stiles,1981.0,0.0,10 Things I Hate About You,actress,producer
Method Man,Method Man,1971.0,0.0,How High,actor,producer
Steve Zahn,Steve Zahn,1967.0,0.0,War for the Planet of the Apes,actor,producer
Kane Hodder,Kane Hodder,1955.0,0.0,Se7en,actor,stunts
Jason Mewes,Jason Mewes,1974.0,0.0,Clerks,actor,producer
Samuel Le Bihan,Samuel Le Bihan,1965.0,0.0,Brotherhood of the Wolf,actor,writer
Flex Alexander,Flex Alexander,1970.0,0.0,Snakes on a Plane,actor,producer
John Cameron Mitchell,John Cameron Mitchell,1963.0,0.0,Hedwig and the Angry Inch,actor,director
Alexsandra Wright,Alexsandra Wright,1971.0,0.0,Baby Boy,actress,
Tom Green,Tom Green,1852.0,1942.0,The X-Ray Fiend,director,actor
Tom Green,Tom Green,1971.0,0.0,Freddy Got Fingered,producer,actor
Hayden Christensen,Hayden Christensen,1981.0,0.0,Star Wars: Episode II - Attack of the Clones,actor,producer
Tadanobu Asano,Tadanobu Asano,1973.0,0.0,Mongol: The Rise of Genghis Khan,actor,director
Shannon Elizabeth,Shannon Elizabeth,1973.0,0.0,American Pie,actress,producer
Tom Wilkinson,Tom Wilkinson,1948.0,2023.0,Michael Clayton,actor,soundtrack
Rachael Leigh Cook,Rachael Leigh Cook,1979.0,0.0,She's All That,actress,producer
Marisa Paredes,Marisa Paredes,1946.0,0.0,All About My Mother,actress,miscellaneous
Stephen Chow,Stephen Chow,1962.0,0.0,Kung Fu Hustle,actor,producer
Debi Derryberry,Debi Derryberry,1960.0,0.0,Jimmy Neutron: Boy Genius,actress,miscellaneous
Denise Richards,Denise Richards,1971.0,0.0,The World Is Not Enough,actress,producer
Marla Sokoloff,Marla Sokoloff,1980.0,0.0,The Practice,actress,director
Ryan Gosling,Ryan Gosling,1980.0,0.0,Blue Valentine,actor,producer
Judi Dench,Judi Dench,1934.0,0.0,Skyfall,actress,music_department
Shah Rukh Khan,Shah Rukh Khan,1965.0,0.0,Don 2,actor,producer
Justin Chambers,Justin Chambers,1970.0,0.0,Grey's Anatomy,actor,soundtrack
Mekhi Phifer,Mekhi Phifer,1974.0,0.0,ER,actor,producer
Liv Tyler,Liv Tyler,1977.0,0.0,Armageddon,actress,producer
Melissa Sagemiller,Melissa Sagemiller,1974.0,0.0,The Guardian,actress,producer
Jennifer Westfeldt,Jennifer Westfeldt,1970.0,0.0,Kissing Jessica Stein,actress,writer
Brian Cox,Brian Cox,1946.0,0.0,Succession,actor,producer
Brian Cox,Brian Cox,1968.0,0.0,Sunshine,actor,writer
Dr. Dre,Dr. Dre,1965.0,0.0,Training Day,music_artist,actor
Snoop Dogg,Snoop Dogg,1971.0,0.0,Training Day,music_artist,actor
Monica Potter,Monica Potter,1971.0,0.0,The Last House on the Left,actress,producer
Mariah Carey,Mariah Carey,1969.0,0.0,Glitter,music_artist,actress
Vivica A. Fox,Vivica A. Fox,1964.0,0.0,Independence Day,actress,producer
Shane Brolly,Shane Brolly,1970.0,0.0,Underworld,actor,writer
Toshio Furukawa,Toshio Furukawa,1946.0,0.0,Urusei yatsura,actor,archive_footage
Catherine Keener,Catherine Keener,1959.0,0.0,Being John Malkovich,actress,producer
Andrew Lawrence,Andrew Lawrence,1988.0,0.0,United States of Tara,actor,director
Christopher Gorham,Christopher Gorham,1974.0,0.0,The Lincoln Lawyer,actor,director
Greg Stebner,,,,,,
Eminem,Eminem,1972.0,0.0,8 Mile,music_artist,actor
Adrien Brody,Adrien Brody,1973.0,0.0,The Pianist,actor,producer
Cillian Murphy,Cillian Murphy,1976.0,0.0,28 Days Later,actor,producer
Franka Potente,Franka Potente,1974.0,0.0,Run Lola Run,actress,director
Matthew Lillard,Matthew Lillard,1970.0,0.0,Scooby-Doo,actor,producer
Mandy Moore,Mandy Moore,1984.0,0.0,A Walk to Remember,actress,writer
Mandy Moore,Mandy Moore,1976.0,0.0,Bubble Boy,miscellaneous,producer
Joseph Gordon-Levitt,Joseph Gordon-Levitt,1981.0,0.0,Inception,actor,producer
Nia Vardalos,Nia Vardalos,1962.0,0.0,My Big Fat Greek Wedding,actress,writer
Dwayne Johnson,Dwayne Johnson,1972.0,0.0,Black Adam,actor,producer
Jason Statham,Jason Statham,1967.0,0.0,Crank,actor,producer
Kate Bosworth,Kate Bosworth,1983.0,0.0,Superman Returns,actress,producer
Julianna Margulies,Julianna Margulies,1966.0,0.0,ER,actress,producer
Ryan Reynolds,Ryan Reynolds,1976.0,0.0,Deadpool 2,actor,producer
Ryan Reynolds,Ryan Reynolds,1986.0,0.0,Wolf Children,actress,
Salma Hayek,Salma Hayek,1966.0,0.0,Frida,actress,producer
Steve Oedekerk,Steve Oedekerk,1961.0,0.0,Kung Pow: Enter the Fist,writer,director
Aaliyah,Aaliyah,1979.0,2001.0,Romeo Must Die,music_artist,actress
Rebecca Romijn,Rebecca Romijn,1972.0,0.0,X-Men,actress,producer
Jordan Ladd,Jordan Ladd,1975.0,0.0,Death Proof,actress,archive_footage
DJ Qualls,DJ Qualls,1978.0,0.0,The Core,actor,producer
Colin Hanks,Colin Hanks,1977.0,0.0,King Kong,actor,director
Britney Spears,Britney Spears,1981.0,0.0,Crossroads,music_artist,actress
Andy Lau,Andy Lau,1961.0,0.0,Infernal Affairs,actor,producer
Shad Moss,Shad Moss,1987.0,0.0,The Fast and the Furious: Tokyo Drift,music_artist,actor
Kang-ho Song,,,,,,
Parry Shen,Parry Shen,1973.0,0.0,General Hospital,actor,producer
Dana Carvey,Dana Carvey,1955.0,0.0,Wayne's World,actor,writer
Nick Cannon,Nick Cannon,1980.0,0.0,Drumline,producer,writer
Eddie Griffin,Eddie Griffin,1968.0,0.0,Deuce Bigalow: Male Gigolo,actor,music_department
Alexis Bledel,Alexis Bledel,1981.0,0.0,Sin City,actress,producer
Angela Bettis,Angela Bettis,1973.0,0.0,May,actress,producer
Miguel A. Núñez Jr.,Miguel A. Núñez Jr.,1959.0,0.0,The Family Business,actor,producer
Chiwetel Ejiofor,Chiwetel Ejiofor,1977.0,0.0,12 Years a Slave,actor,director
Kieran Culkin,Kieran Culkin,1982.0,0.0,Succession,actor,archive_footage
Bruce Greenwood,Bruce Greenwood,1956.0,0.0,Star Trek,actor,producer
Megumi Okina,Megumi Okina,1979.0,0.0,Shutter,actress,
Keisha Castle-Hughes,Keisha Castle-Hughes,1990.0,0.0,Whale Rider,actress,producer
Everlyn Sampi,Everlyn Sampi,1988.0,0.0,Rabbit-Proof Fence,actress,
Jeremy Renner,Jeremy Renner,1971.0,0.0,The Hurt Locker,actor,producer
Charlie Hunnam,Charlie Hunnam,1980.0,0.0,Sons of Anarchy,actor,producer
Barry Watson,Barry Watson,1974.0,0.0,7th Heaven,actor,miscellaneous
Katie Holmes,Katie Holmes,1978.0,0.0,Batman Begins,actress,producer
Casey Affleck,Casey Affleck,1975.0,0.0,Manchester by the Sea,actor,director
Blayne Weaver,Blayne Weaver,1976.0,0.0,6 Month Rule,actor,writer
Mars Callahan,Mars Callahan,1971.0,0.0,Poolhall Junkies,actor,director
Anna Paquin,Anna Paquin,1982.0,0.0,The Piano,actress,producer
Tim Curry,Tim Curry,1946.0,0.0,Congo,actor,producer
Morris Chestnut,Morris Chestnut,1969.0,0.0,Kick-Ass 2,actor,producer
Michael Reilly Burke,Michael Reilly Burke,1964.0,0.0,Ted Bundy,actor,soundtrack
America Ferrera,America Ferrera,1984.0,0.0,Barbie,actress,producer
Steve Irwin,Steve Irwin,1962.0,2006.0,Dr. Dolittle 2,writer,actor
Kate Beckinsale,Kate Beckinsale,1973.0,0.0,Underworld: Evolution,actress,producer
Choi Min-sik,Choi Min-sik,1962.0,0.0,Oldboy,actor,archive_footage
Michael Pitt,Michael Pitt,1969.0,0.0,Dead Man Down,assistant_director,production_manager
Michael Pitt,Michael Pitt,1981.0,0.0,The Dreamers,actor,producer
Albert Brooks,Albert Brooks,1947.0,0.0,Drive,actor,writer
Eric Bana,Eric Bana,1968.0,0.0,Dirty John,actor,writer
Evan Rachel Wood,Evan Rachel Wood,1987.0,0.0,Thirteen,actress,director
Eliza Dushku,Eliza Dushku,1980.0,0.0,Bring It On,actress,producer
Jeremy Sumpter,Jeremy Sumpter,1989.0,0.0,Peter Pan,actor,producer
Tommy Wiseau,Tommy Wiseau,1955.0,0.0,The Room,writer,actor
Jessica Biel,Jessica Biel,1982.0,0.0,The Illusionist,actress,producer
Jessica Biel,Jessica Biel,1990.0,0.0,VIPissy,actress,
Shia LaBeouf,Shia LaBeouf,1986.0,0.0,Honey Boy,actor,writer
Sid Haig,Sid Haig,1939.0,2019.0,House of 1000 Corpses,actor,producer
Kate Hudson,Kate Hudson,1979.0,0.0,Almost Famous,actress,producer
Amanda Bynes,Amanda Bynes,1986.0,0.0,Hairspray,actress,writer
Will Ferrell,Will Ferrell,1967.0,0.0,Talladega Nights: The Ballad of Ricky Bobby,producer,actor
Blanchard Ryan,Blanchard Ryan,1967.0,0.0,Open Water,actress,
A.J. Cook,A.J. Cook,1978.0,0.0,Criminal Minds,actress,director
Elias McConnell,,,,,,
Chaney Kley,Chaney Kley,1972.0,2007.0,Darkness Falls,actor,writer
Daryl Sabara,Daryl Sabara,1992.0,0.0,Spy Kids 3: Game Over,actor,miscellaneous
Derek Richardson,Derek Richardson,1976.0,0.0,Hostel,actor,archive_footage
Jonathan Breck,Jonathan Breck,1965.0,0.0,Jeepers Creepers,actor,producer
Jessica Alba,Jessica Alba,1981.0,0.0,Fantastic Four,actress,producer
Jonathan Cherry,Jonathan Cherry,1978.0,0.0,Goon,actor,
Jennifer Connelly,Jennifer Connelly,1970.0,0.0,A Beautiful Mind,actress,producer
Peter Dinklage,Peter Dinklage,1969.0,0.0,Game of Thrones,actor,producer
Adam Brody,Adam Brody,1979.0,0.0,The O.C.,actor,producer
Halle Berry,Halle Berry,1966.0,0.0,Catwoman,actress,producer
Hilary Duff,Hilary Duff,1987.0,0.0,A Cinderella Story,actress,music_department
Brittany Murphy,Brittany Murphy,1977.0,2009.0,Clueless,actress,producer
Jamie Kennedy,Jamie Kennedy,1970.0,0.0,Son of the Mask,actor,writer
Anthony Anderson,Anthony Anderson,1970.0,0.0,The Departed,actor,producer
Anthony Anderson,Anthony Anderson,1956.0,0.0,Fighting Back: The Story of Rocky Bleier,actor,
Michèle Caucheteux,,,,,,
Paul Rudd,Paul Rudd,1969.0,0.0,Ant-Man,actor,producer
Paul Rudd,Paul Rudd,1940.0,2010.0,Once Upon a Classic,actor,
Wes Ramsey,Wes Ramsey,1977.0,0.0,Latter Days,actor,archive_footage
Clive Owen,Clive Owen,1964.0,0.0,Children of Men,actor,producer
Romola Garai,Romola Garai,1982.0,0.0,Atonement,actress,director
Jason Lee,Jason Lee,1970.0,0.0,Almost Famous,actor,producer
Jason Lee,Jason Lee,1968.0,0.0,Neon Genesis Evangelion: The End of Evangelion,editor,actor
Jason Lee,Jason Lee,1978.0,0.0,All Saints,actor,
Jason Lee,Jason Lee,1973.0,0.0,KO One,actor,
Zooey Deschanel,Zooey Deschanel,1980.0,0.0,New Girl,actress,producer
Kelly Clarkson,Kelly Clarkson,1982.0,0.0,The Kelly Clarkson Show,music_artist,producer
Philip Seymour Hoffman,Philip Seymour Hoffman,1967.0,2014.0,The Master,actor,producer
Joe Nicolo,Joe Nicolo,1955.0,0.0,Brainscan,producer,music_department
Anne Reid,Anne Reid,1935.0,0.0,Hot Fuzz,actress,soundtrack
Jodi Carlisle,Jodi Carlisle,1960.0,0.0,Café Society,actress,sound_department
Joseph Fiennes,Joseph Fiennes,1970.0,0.0,Shakespeare in Love,actor,producer
Corbin Allred,Corbin Allred,1979.0,0.0,Teen Angel,actor,writer
Samy Naceri,Samy Naceri,1961.0,0.0,Taxi,actor,director
Liam Aiken,Liam Aiken,1990.0,0.0,A Series of Unfortunate Events,actor,camera_department
Emile Hirsch,Emile Hirsch,1985.0,0.0,Into the Wild,actor,writer
Scott Mechlowicz,Scott Mechlowicz,1981.0,0.0,Mean Creek,actor,
Lindsay Lohan,Lindsay Lohan,1986.0,0.0,The Parent Trap,actress,producer
Hugh Jackman,Hugh Jackman,1968.0,0.0,Les Misérables,actor,producer
Craig T. Nelson,Craig T. Nelson,1944.0,0.0,Coach,actor,producer
Chieko Baishô,Chieko Baishô,1941.0,0.0,Howl's Moving Castle,actress,soundtrack
Jon Heder,Jon Heder,1977.0,0.0,Napoleon Dynamite,actor,producer
Jennifer Garner,Jennifer Garner,1972.0,0.0,Alias,actress,producer
Don Cheadle,Don Cheadle,1964.0,0.0,Crash,actor,producer
John Cho,John Cho,1972.0,0.0,Star Trek,actor,producer
Paul Giamatti,Paul Giamatti,1967.0,0.0,Sideways,actor,producer
Anne Hathaway,Anne Hathaway,1982.0,0.0,Les Misérables,actress,producer
Shane Carruth,Shane Carruth,1972.0,0.0,Upstream Color,composer,actor
Tom Kenny,Tom Kenny,1962.0,0.0,SpongeBob SquarePants,actor,miscellaneous
Zach Braff,Zach Braff,1975.0,0.0,Garden State,actor,producer
Tony Chiu-Wai Leung,,,,,,
Martin Henderson,Martin Henderson,1974.0,0.0,Smokin' Aces,actor,assistant_director
Cayden Boyd,Cayden Boyd,1994.0,0.0,The Adventures of Sharkboy and Lavagirl 3-D,actor,
Queen Latifah,Queen Latifah,1970.0,0.0,Chicago,actress,producer
Kenan Thompson,Kenan Thompson,1978.0,0.0,Saturday Night Live,actor,producer
Jena Malone,Jena Malone,1984.0,0.0,The Neon Demon,actress,producer
Viggo Mortensen,Viggo Mortensen,1958.0,0.0,The Lord of the Rings: The Return of the King,actor,producer
Rory Culkin,Rory Culkin,1989.0,0.0,Signs,actor,producer
Diego Luna,Diego Luna,1979.0,0.0,Rogue One: A Star Wars Story,actor,producer
Sara Foster,Sara Foster,1981.0,0.0,D.E.B.S.,actress,producer
Gael García Bernal,Gael García Bernal,1978.0,0.0,Mozart in the Jungle,actor,producer
Dwayne Adway,Dwayne Adway,1969.0,0.0,Bad As I Wanna Be: The Dennis Rodman Story,actor,producer
Seung-Yun Lee,,,,,,
Mary-Kate Olsen,Mary-Kate Olsen,1986.0,0.0,It Takes Two,actress,producer
Stellan Skarsgård,Stellan Skarsgård,1951.0,0.0,Good Will Hunting,actor,producer
Tracey Ullman,Tracey Ullman,1959.0,0.0,The Tracey Ullman Show,actress,writer
Cedric the Entertainer,,,,,,
Konstantin Khabenskiy,Konstantin Khabenskiy,1972.0,0.0,Wanted,actor,director
Omarion,Omarion,1984.0,0.0,You Got Served,actor,composer
Ray Romano,Ray Romano,1957.0,0.0,Everybody Loves Raymond,actor,writer
Owen Wilson,Owen Wilson,1968.0,0.0,The Royal Tenenbaums,actor,producer
Catalina Sandino Moreno,Catalina Sandino Moreno,1981.0,0.0,Maria Full of Grace,actress,producer
Imelda Staunton,Imelda Staunton,1956.0,0.0,Vera Drake,actress,soundtrack
Paul Kaye,Paul Kaye,1913.0,1985.0,Night Life of the Gods,actor,
Paul Kaye,Paul Kaye,1965.0,0.0,The Stranger,actor,writer
Kristen Stewart,Kristen Stewart,1990.0,0.0,Snow White and the Huntsman,actress,producer
Jang Dong-Gun,Jang Dong-Gun,1972.0,0.0,Tae Guk Gi: The Brotherhood of War,actor,
Anthony Mackie,Anthony Mackie,1978.0,0.0,The Hurt Locker,actor,producer
Steve Carell,Steve Carell,1962.0,0.0,The Office,actor,producer
Ziyi Zhang,Ziyi Zhang,1979.0,0.0,The Grandmaster,actress,producer
Keira Knightley,Keira Knightley,1985.0,0.0,Pirates of the Caribbean: The Curse of the Black Pearl,actress,producer
Hugo Weaving,Hugo Weaving,1960.0,0.0,The Lord of the Rings: The Return of the King,actor,producer
Orlando Bloom,Orlando Bloom,1977.0,0.0,The Lord of the Rings: The Fellowship of the Ring,actor,producer
Martin Freeman,Martin Freeman,1971.0,0.0,Black Panther,actor,writer
Ioan Gruffudd,Ioan Gruffudd,1973.0,0.0,Fantastic Four,actor,director
Nathan Fillion,Nathan Fillion,1971.0,0.0,Castle,actor,producer
Jay Hernandez,Jay Hernandez,1978.0,0.0,Hostel,actor,producer
Patrick Wilson,Patrick Wilson,1973.0,0.0,The Phantom of the Opera,actor,producer
Patrick Wilson,Patrick Wilson,1969.0,0.0,Factory Girl,actor,music_department
Amber Tamblyn,Amber Tamblyn,1983.0,0.0,The Sisterhood of the Traveling Pants,actress,producer
Rachel McAdams,Rachel McAdams,1978.0,0.0,The Notebook,actress,soundtrack
Chad Michael Murray,Chad Michael Murray,1981.0,0.0,One Tree Hill,actor,producer
Seann William Scott,Seann William Scott,1976.0,0.0,American Pie,actor,producer
Stephanie Leonidas,Stephanie Leonidas,1984.0,0.0,Mirrormask,actress,
Donnie Wahlberg,Donnie Wahlberg,1969.0,0.0,Saw II,actor,producer
Josh Hutcherson,Josh Hutcherson,1992.0,0.0,The Hunger Games,actor,producer
Camilla Belle,Camilla Belle,1986.0,0.0,Practical Magic,actress,producer
Nathan Phillips,Nathan Phillips,1980.0,0.0,Snakes on a Plane,actor,camera_department
Karl Urban,Karl Urban,1972.0,0.0,Star Trek,actor,producer
Owen Kline,Owen Kline,1991.0,0.0,The Squid and the Whale,actor,director
Kimberly Elise,Kimberly Elise,1967.0,0.0,Diary of a Mad Black Woman,actress,executive
Peter Sallis,Peter Sallis,1921.0,2017.0,Wallace & Gromit: The Curse of the Were-Rabbit,actor,writer
50 Cent,50 Cent,1975.0,0.0,Get Rich or Die Tryin',music_artist,actor
Kristanna Loken,Kristanna Loken,1979.0,0.0,Terminator 3: Rise of the Machines,actress,producer
Navi Rawat,Navi Rawat,1977.0,0.0,Feast,actress,archive_footage
Kuno Becker,Kuno Becker,1978.0,0.0,Goal! The Dream Begins,actor,director
Jack Thompson,Jack Thompson,1940.0,0.0,Breaker Morant,actor,producer
Jack Thompson,Jack Thompson,1931.0,2008.0,Behind the Badge,producer,writer
Jack Thompson,Jack Thompson,1951.0,0.0,Playing Columbine,archive_footage,
David Strathairn,David Strathairn,1949.0,0.0,"Good Night, and Good Luck.",actor,producer
Julian Morris,Julian Morris,1983.0,0.0,Man in an Orange Shirt,actor,director
Ray Winstone,Ray Winstone,1957.0,0.0,The Departed,actor,producer
Josh Lucas,Josh Lucas,1971.0,0.0,Ford v Ferrari,actor,producer
Terrence Howard,Terrence Howard,1969.0,0.0,Crash,actor,producer
Tom Welling,Tom Welling,1977.0,0.0,Smallville,actor,producer
AnnaSophia Robb,AnnaSophia Robb,1993.0,0.0,Bridge to Terabithia,actress,soundtrack
Benjamin Bratt,Benjamin Bratt,1963.0,0.0,Miss Congeniality,actor,producer
Steve Howey,Steve Howey,1977.0,0.0,Bride Wars,actor,producer
Barney Clark,Barney Clark,1993.0,0.0,Oliver Twist,actor,camera_department
John Hawkes,John Hawkes,1959.0,0.0,The Sessions,actor,music_department
John Hawkes,John Hawkes,1925.0,1998.0,The Blood Oranges,writer,
Felicity Huffman,Felicity Huffman,1962.0,0.0,Transamerica,actress,producer
Bryce Dallas Howard,Bryce Dallas Howard,1981.0,0.0,Jurassic World Dominion,actress,director
Embeth Davidtz,Embeth Davidtz,1965.0,0.0,Bicentennial Man,actress,archive_footage
Lou Taylor Pucci,Lou Taylor Pucci,1985.0,0.0,You,actor,producer
Lucas Black,Lucas Black,1982.0,0.0,Sling Blade,actor,archive_footage
Daniel Craig,Daniel Craig,1968.0,0.0,Casino Royale,actor,producer
Ivana Baquero,Ivana Baquero,1994.0,0.0,Pan's Labyrinth,actress,archive_footage
Gerardo Taracena,Gerardo Taracena,1970.0,0.0,Apocalypto,actor,producer
James McAvoy,James McAvoy,1979.0,0.0,Filth,actor,director
Ulrich Mühe,Ulrich Mühe,1953.0,2007.0,The Lives of Others,actor,director
Justin Long,Justin Long,1978.0,0.0,Live Free or Die Hard,actor,producer
Justin Long,Justin Long,1970.0,0.0,Cuckold 1,actor,archive_footage
Brandon Routh,Brandon Routh,1979.0,0.0,Superman Returns,actor,producer
Steven Strait,Steven Strait,1986.0,0.0,The Expanse,actor,producer
Ted Levine,Ted Levine,1957.0,0.0,The Silence of the Lambs,actor,soundtrack
Ben Whishaw,Ben Whishaw,1980.0,0.0,Skyfall,actor,producer
Carice van Houten,Carice van Houten,1976.0,0.0,Game of Thrones,actress,producer
Channing Tatum,Channing Tatum,1980.0,0.0,21 Jump Street,actor,producer
Sacha Baron Cohen,Sacha Baron Cohen,1971.0,0.0,Borat,actor,writer
Mary Elizabeth Winstead,Mary Elizabeth Winstead,1984.0,0.0,10 Cloverfield Lane,actress,producer
Emma Roberts,Emma Roberts,1991.0,0.0,We're the Millers,actress,producer
Lee Pace,Lee Pace,1979.0,0.0,Guardians of the Galaxy,actor,soundtrack
Jesse Metcalfe,Jesse Metcalfe,1978.0,0.0,Desperate Housewives,actor,producer
Ed Speleers,Ed Speleers,1988.0,0.0,Star Trek: Picard,actor,producer
Beyoncé,Beyoncé,1981.0,0.0,Dreamgirls,music_artist,actress
Tobin Bell,Tobin Bell,1942.0,0.0,Saw,actor,producer
Mitchel Musso,Mitchel Musso,1991.0,0.0,Monster House,actor,music_department
Jessica Simpson,Jessica Simpson,1980.0,0.0,The Dukes of Hazzard,actress,producer
Jaime Pressly,Jaime Pressly,1977.0,0.0,My Name Is Earl,actress,producer
Sook-Yin Lee,Sook-Yin Lee,1966.0,0.0,Shortbus,actress,writer
David Alan Basche,David Alan Basche,1968.0,0.0,Egg,actor,producer
Ken Watanabe,Ken Watanabe,1959.0,0.0,The Last Samurai,actor,producer
Dakota Fanning,Dakota Fanning,1994.0,0.0,War of the Worlds,actress,producer
Liev Schreiber,Liev Schreiber,1967.0,0.0,Spotlight,actor,producer
Jon Foster,Jon Foster,1984.0,0.0,Stay Alive,actor,producer
Josh Duhamel,Josh Duhamel,1972.0,0.0,Transformers,actor,producer
Tyler Perry,Tyler Perry,1969.0,0.0,Diary of a Mad Black Woman,writer,director
John Cena,John Cena,1977.0,0.0,The Suicide Squad,actor,producer
Sienna Miller,Sienna Miller,1981.0,0.0,G.I. Joe: The Rise of Cobra,actress,miscellaneous
Kevin James,Kevin James,1954.0,1990.0,Droid,actor,camera_department
Kevin James,Kevin James,1965.0,0.0,Paul Blart: Mall Cop,actor,producer
Freddie Highmore,Freddie Highmore,1992.0,0.0,Finding Neverland,actor,producer
Alyson Hannigan,Alyson Hannigan,1974.0,0.0,Buffy the Vampire Slayer,actress,producer
James Franco,James Franco,1978.0,0.0,Spring Breakers,actor,producer
Alison Lohman,Alison Lohman,1979.0,0.0,Drag Me to Hell,actress,archive_footage
